code,description
h85..,SIROLIMUS
h85x.,SIROLIMUS 1mg/mL oral solution
h85y.,SIROLIMUS 1mg/sachet oral solution
h85z.,SIROLIMUS 2mg/sachet oral solution
h851.,RAPAMUNE 1mg/mL oral solution
h852.,RAPAMUNE 1mg/sachet oral solution
h853.,RAPAMUNE 2mg/sachet oral solution
h23C.,DOXORUBICIN SOLUTION 200mg/100mL Cytosafe injection vial
h415.,EPOSIN 100mg/5mL injection concentrate
h41v.,ETOPOSIDE 400mg/20mL injection concentrate
h416.,EPOSIN 400mg/20mL injection concentrate
hh4..,IMATINIB
hh4z.,*IMATINIB 100mg capsules
hh41.,*GLIVEC 100mg capsules
hh5..,BEXAROTENE
hh51.,TARGRETIN 75mg capsules
hh5z.,BEXAROTENE 75mg capsules
h846.,MYCOPHENOLATE MOFETIL 1g/5mL oral suspension
h847.,CELLCEPT 1g/5mL oral suspension
h86..,ANAKINRA
h861.,ANAKINRA 100mg/0.67mL injection prefilled syringe
h862.,KINERET 100mg/0.67mL injection prefilled syringe
h85w.,SIROLIMUS 1mg tablets
h854.,RAPAMUNE 1mg tablets
ha2x.,PEGINTERFERON ALFA-2A 180micrograms/0.5mL solution for injection prefilled syringe
ha2g.,PEGASYS 180micrograms/0.5mL solution for injection prefilled syringe
ha2w.,PEGINTERFERON ALFA-2A 135micrograms/0.5mL solution for injection prefilled syringe
ha2h.,PEGASYS 135micrograms/0.5mL solution for injection prefilled syringe
hh6..,TEMOPORFIN
hh61.,TEMOPORFIN 20mg/5mL solution for injection
hh62.,FOSCAN 20mg/5mL solution for injection
h417.,EPOSIN 500mg/25mL injection concentrate
h41u.,ETOPOSIDE 500mg/25mL injection concentrate
h32B.,FLUOROURACIL 1g/20mL injection
h32C.,FLUOROURACIL ONCOVIAL 1g/20mL injection
ha2r.,PEGINTERFERON ALFA-2B 50micrograms powder+solvent for solution for injection in prefilled pen
ha2s.,PEGINTERFERON ALFA-2B 80micrograms powder+solvent for solution for injection in prefilled pen
ha2t.,PEGINTERFERON ALFA-2B 100micrograms powder+solvent for solution for injection in prefilled pen
ha2u.,PEGINTERFERON ALFA-2B 120micrograms powder+solvent for solution for injection in prefilled pen
ha2v.,PEGINTERFERON ALFA-2B 150micrograms powder+solvent for solution for injection in prefilled pen
ha2i.,VIRAFERONPEG 50micrograms powder+solvent for solution for injection in prefilled pen
ha2j.,VIRAFERONPEG 80micrograms powder+solvent for solution for injection in prefilled pen
ha2k.,VIRAFERONPEG 100micrograms powder+solvent for solution for injection in prefilled pen
ha2l.,VIRAFERONPEG 120micrograms powder+solvent for solution for injection in prefilled pen
ha2m.,VIRAFERONPEG 150micrograms powder+solvent for solution for injection in prefilled pen
ha3..,INTERFERONS (3)
ha31.,INTERFERON ALFA-2A 18million iu/0.5mL prefilled syringe
ha32.,ROFERON-A 18million iu/0.5mL prefilled syringe
h5L..,METHYL AMINOLEVULINATE
h5L1.,METHYL AMINOLEVULINATE 160mg/g cream
h5L2.,METVIX 160mg/g cream 2g
h855.,RAPAMUNE 2mg tablets
h85v.,SIROLIMUS 2mg tablets
hf12.,PROLEUKIN SC 18megaunits powder for injection solution
hf13.,PROLEUKIN IV 18megaunits powder for injection solution
hf1y.,ALDESLEUKIN 18megaunits powder for injection solution
h87..,ADALIMUMAB
h871.,ADALIMUMAB 40mg injection solution 0.8mL prefilled syringe
h872.,HUMIRA 40mg injection solution 0.8mL prefilled syringe
ha33.,AVONEX 6million iu/0.5mL prefilled syringe
j552.,SULAZINE EC 500mg e/c tablets
h11x.,BUSULFAN 6mg/mL iv infusion concentrate
h113.,BUSILVEX 6mg/mL iv infusion concentrate 10mL vial
h31r.,CYTARABINE 50mg injection suspension
h31D.,DEPOCYTE 50mg injection suspension
hh4y.,IMATINIB 400mg tablets
hh42.,GLIVEC 400mg tablets
h12y.,CARMUSTINE 7.7mg implant
h122.,GLIADEL 7.7mg implant
h24A.,PHARMORUBICIN SOLUTION 200mg/100mL Cytosafe injection vials
h24w.,EPIRUBICIN HYDROCHLORIDE 200mg/100mL injection
hh7..,ARSENIC
hh71.,TRISENOX 10mg/10mL solution for injection ampoules
hh7z.,ARSENIC TRIOXIDE 10mg/10mL solution for injection ampoules
hh8..,BORTEZOMIB
hh81.,BORTEZOMIB 3.5mg powder for injection solution
hh82.,VELCADE 3.5mg powder for injection solution
h5B6.,PAXENE 30mg/5mL infusion concentrate
h5B7.,PAXENE 100mg/16.7mL infusion concentrate
h5B8.,PAXENE 150mg/25mL infusion concentrate
h5B9.,PAXENE 300mg/50mL infusion concentrate
h5By.,PACLITAXEL 150mg/25mL infusion concentrate
hh9..,CETUXIMAB
hh91.,ERBITUX 100mg/50mL solution for injection
hh9z.,CETUXIMAB 100mg/50mL solution for injection
pm1l.,REBIJECT II autoinjector device
hh4x.,IMATINIB 100mg tablets
hh43.,GLIVEC 100mg tablets
h84x.,MYCOPHENOLIC ACID 180mg gastro-resistant tablets
h84y.,MYCOPHENOLIC ACID 360mg gastro-resistant tablets
h848.,MYFORTIC 180mg gastro-resistant tablets
h849.,MYFORTIC 360mg gastro-resistant tablets
dA1y.,GLATIRAMER ACETATE 20mg/1mL solution for injection prefilled syringe
dA12.,COPAXONE 20mg/1mL solution for injection prefilled syringe
h5BA.,TAXOL 150mg/25mL infusion concentrate
h3C..,PEMETREXED
h3C1.,PEMETREXED 500mg infusion conc (pdr for recon)
h3C2.,ALIMTA 500mg infusion conc (pdr for recon)
h89..,ETANERCEPT
h891.,ETANERCEPT 50mg powder+solvent for solution for injection
h89z.,ENBREL 50mg powder+solvent for solution for injection
h892.,ETANERCEPT 25mg powder+solvent for solution for injection
h89y.,ENBREL 25mg powder+solvent for solution for injection
hhC..,ERLOTINIB
hhCy.,ERLOTINIB 100mg tablets
hhC1.,TARCEVA 150mg tablets
hhC2.,TARCEVA 100mg tablets
hhCz.,ERLOTINIB 150mg tablets
h45z.,VINORELBINE 20mg capsules
h45y.,VINORELBINE 30mg capsules
h455.,NAVELBINE 20mg capsules
h456.,NAVELBINE 30mg capsules
h5Ix.,OXALIPLATIN 50mg/10mL infusion concentrate
h5I3.,ELOXATIN 50mg/10mL infusion concentrate
h5Iw.,OXALIPLATIN 100mg/20mL infusion concentrate
h5I4.,ELOXATIN 100mg/20mL infusion concentrate
hhD..,MITOTANE PRODUCT
hhD1.,LYSODREN 500mg tablets
hhDz.,MITOTANE 500mg tablets
h8A..,NATALIZUMAB
h8Az.,NATALIZUMAB 300mg/15mL solution for injection
h8A1.,TYSABRI 300mg/15mL solution for injection
hhE..,SORAFENIB
h3D..,CLOFARABINE
h3D1.,EVOLTRA 20mg/20mL solution for injection
h3Dz.,CLOFARABINE 20mg/20mL solution for injection
hhE1.,NEXAVAR 200mg tablets
hhEz.,SORAFENIB 200mg tablets
hhF..,SUNITINIB
hhF1.,SUTENT 12.5mg capsules
hhF2.,SUTENT 25mg capsules
hhF3.,SUTENT 50mg capsules
hhFz.,SUNITINIB 12.5mg capsules
hhFy.,SUNITINIB 25mg capsules
hhFx.,SUNITINIB 50mg capsules
h5Iv.,OXALIPLATIN 200mg/40mL infusion concentrate
h5I5.,ELOXATIN 200mg/40mL infusion concentrate
h8B..,INFLIXIMAB
h8Bz.,INFLIXIMAB 100mg powder for solution for injection
h8B1.,REMICADE 100mg powder for solution for injection
h34y.,METHOTREXATE 7.5mg/0.75mL solution for injection prefilled syringe
h34z.,METHOTREXATE 10mg/1mL solution for injection prefilled syringe
h34A.,METHOTREXATE 15mg/1.5mL solution for injection prefilled syringe
h24B.,METHOTREXATE 20mg/2mL solution for injection prefilled syringe
h34C.,METHOTREXATE 25mg/2.5mL solution for injection prefilled syringe
h34D.,METOJECT 7.5mg/0.75mL solution for injection prefilled syringe
h34E.,METOJECT 10mg/1mL solution for injection prefilled syringe
h34F.,METOJECT 15mg/1.5mL solution for injection prefilled syringe
h34G.,METOJECT 20mg/2mL solution for injection prefilled syringe
h34H.,METOJECT 25mg/2.5mL solution for injection prefilled syringe
h34B.,METHOTREXATE 20mg/2mL solution for injection prefilled syringe
h89x.,ENBREL 50mg solution for injection prefilled syringe
h893.,ETANERCEPT 50mg solution for injection prefilled syringe
h89w.,ENBREL 25mg paediatric powder+solvent for solution for injection
hhG..,DASATINIB
hhGz.,SPRYCEL 20mg tablets
hhG1.,DASATINIB 20mg tablets
hhGy.,SPRYCEL 50mg tablets
hhG2.,DASATINIB 50mg tablets
hhGx.,*SPRYCEL 70mg tablets
hhG3.,*DASATINIB 70mg tablets
h5D3.,LITAK 10mg/5mL solution for injection vials
h5Dz.,CLADRIBINE 10mg/5mL solution for injection vials
h89v.,ENBREL 25mg solution for injection prefilled syringe
h894.,ETANERCEPT 25mg solution for injection prefilled syringe
h23D.,MYOCET 50mg injection (pdr for recon)
h23w.,LIPOSOMAL DOXORUBICIN HYDROCHLORIDE 50mg injection (pdr for recon)
hh92.,ERBITUX 100mg/20mL solution for injection
hh9y.,CETUXIMAB 100mg/20mL solution for injection
hh93.,ERBITUX 500mg/100mL solution for injection
hh9x.,CETUXIMAB 500mg/100mL solution for injection
h8C..,ABATACEPT
h8Cz.,ABATACEPT 250mg powder for solution for injection
h8C1.,ORENCIA 250mg powder for solution for injection
hhC3.,TARCEVA 25mg tablets
hhCx.,ERLOTINIB 25mg tablets
h873.,ADALIMUMAB 40mg injection solution 0.8mL prefilled pen
h874.,HUMIRA 40mg injection solution 0.8mL prefilled pen
ha34.,REBIF 2.4million iu/0.2mL and 6million iu/0.5mL injection intitation pack
ha35.,INTERFERON BETA-1A 2.4million iu/0.2mL and 6million iu/0.5mL injection initiation pack
hhH..,LENALIDOMIDE
hhH1.,REVLIMID 5mg capsules
hhH2.,REVLIMID 10mg capsules
hhH3.,REVLIMID 15mg capsules
hhH4.,REVLIMID 25mg capsules
hhHz.,LENALIDOMIDE 5mg capsules
hhHy.,LENALIDOMIDE 10mg capsules
hhHx.,LENALIDOMIDE 15mg capsules
hhHw.,LENALIDOMIDE 25mg capsules
h5Jv.,TEMOZOLOMIDE 140mg capsules
h5J5.,TEMODAL 140mg capsules
h5Ju.,TEMOZOLOMIDE 180mg capsules
h5J6.,TEMODAL 180mg capsules
h838.,ADVAGRAF 0.5mg m/r capsules
h839.,ADVAGRAF 1mg m/r capsules
h83A.,ADVAGRAF 5mg m/r capsules
h83y.,TACROLIMUS 500microgram m/r capsules
h83x.,TACROLIMUS 1mg m/r capsules
h83w.,TACROLIMUS 5mg m/r capsules
h3E..,NELARABINE
h3E1.,ATRIANCE 250mg/50mL solution for injection
h3Ez.,NELARABINE 250mg/50mL solution for injection
ha36.,INTRONA 10million iu/1mL solution for injection
ha37.,INTERFERON ALFA-2B 10million iu/1mL solution for injection
hhJ..,PANITUMUMAB
hhJ1.,VECTIBIX 100mg/5mL solution for injection
hhJ2.,PANITUMUMAB 100mg/5mL solution for injection
hhK..,TRABECTEDIN
hhK1.,YONDELIS 250micrograms powder for solution for injection
hhK2.,YONDELIS 1mg powder for solution for injection
hhK3.,TRABECTEDIN 250micrograms powder for solution for injection
hhK4.,TRABECTEDIN 1mg powder for solution for injection
hhL..,NILOTINIB
hhL1.,TASIGNA 200mg capsules
hhLz.,NILOTINIB 200mg capsules
h5G5.,CAMPTO 300mg/15mL infusion concentrate
h5G6.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 300mg/15mL infusion concentrate
h8D..,ANTITHYMOCYTE IMMUNOGLOBULIN
h8D1.,THYMOGLOBULINE 25mg powder for solution for injection
h8D2.,ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT) 25mg powder for solution for injection
hhM..,LAPATINIB
hhM1.,TYVERB 250mg tablets
hhM2.,LAPATINIB 250mg tablets
hhN..,THALIDOMIDE
hhN1.,THALIDOMIDE PHARMION 50mg capsules
hhN2.,THALIDOMIDE 50mg capsules
h5F4.,HYCAMTIN 250micrograms capsules
h5F5.,TOPOTECAN 250micrograms capsules
h5F6.,HYCAMTIN 1mg capsules
h5F7.,TOPOTECAN 1mg capsules
hhO..,TEMSIROLIMUS
hhO1.,TORISEL 30mg/1.2mL concentration for solution for injection+diluent
hhO2.,TEMSIROLIMUS 30mg/1.2mL concentrate for solution for injection+diluent
hhJ3.,VECTIBIX 400mg/20mL solution for injection
hhJ4.,PANITUMUMAB 400mg/20mL solution for injection
hhGw.,SPRYCEL 100mg tablets
hhG4.,DASATINIB 100mg tablets
h5BB.,ABRAXANE 100mg powder for suspension for injection
h5Bx.,PACLITAXEL 100mg powder for suspension for injection
h24C.,EPIRUBICIN HYDROCHLORIDE 100mg/50mL solution for injection
h3F..,AZACITIDINE
h3Fz.,VIDAZA 100mg injection (pdr for recon)
h3F1.,AZACITIDINE 100mg injection (pdr for recon)
ha38.,EXTAVIA 300mcg powder and solvent for solution for injection
ha39.,INTERFERON BETA-1B 300micrograms pdr+solv inj
h34L.,METOJECT 7.5mg/0.15mL solution for injection pfs
h34M.,METHOTREXATE 7.5mg/0.15mL solution for injection pfs
h34N.,METOJECT 10mg/0.2mL solution for injection prefilled syringe
h34O.,METHOTREXATE 10mg/0.2mL solution for injection pfs
h34P.,METOJECT 15mg/0.3mL solution for injection prefilled syringe
h34Q.,METHOTREXATE 15mg/0.3mL solution for injection pfs
h34R.,METOJECT 20mg/0.4mL solution for injection prefilled syringe
h34S.,METHOTREXATE 20mg/0.4mL solution for injection pfs
h34T.,METOJECT 25mg/0.5mL solution for injection prefilled syringe
h34U.,METHOTREXATE 25mg/0.5mL solution for injection pfs
h83B.,ADVAGRAF 3mg m/r capsules
h83v.,TACROLIMUS 3mg m/r capsules
hhP..,GEFITINIB
hhP1.,IRESSA 250mg tablets
hhP2.,GEFITINIB 250mg tablets
h89u.,ENBREL 50mg solution for injection prefilled pen
h895.,ETANERCEPT 50mg solution for injection prefilled pen
hhQ..,EVEROLIMUS
hhQ1.,AFINITOR 10mg tablets
hhQz.,EVEROLIMUS 10mg tablets
hhQ2.,AFINITOR 5mg tablets
hhQy.,EVEROLIMUS 5mg tablets
h8F..,TOCILIZUMAB
h8F1.,ROACTEMRA 80mg/4mL infusion concentrate
h8F2.,ROACTEMRA 200mg/10mL infusion concentrate
h8F3.,ROACTEMRA 400mg/20mL infusion concentrate
h8Fz.,TOCILIZUMAB 80mg/4mL infusion concentrate
h8Fy.,TOCILIZUMAB 200mg/10mL infusion concentrate
h8Fx.,TOCILIZUMAB 400mg/20mL infusion concentrate
h8G..,CERTOLIZUMAB PEGOL
h8G1.,CERTOLIZUMAB PEGOL 200mg solution for injection pfs
h8G2.,CIMZIA 200mg solution for injection prefilled syringe
h82H.,DEXIMUNE 25mg capsules
h82I.,DEXIMUNE 50mg capsules
h82J.,DEXIMUNE 100mg capsules
h83C.,MODIGRAF 200micrograms/sachet granules for oral suspension
h83u.,TACROLIMUS 200micrograms/sachet granules for oral suspension
h83D.,MODIGRAF 1mg/sachet granules for oral suspension
h83t.,TACROLIMUS 1mg/sachet granules for oral suspension
h8H..,CANAKINUMAB
h8H1.,ILARIS 150mg powder for solution for injection
h8H2.,CANAKINUMAB 150mg powder for solution for injection
h46..,VINFLUNINE DITARTRATE
h461.,JAVLOR 50mg/2mL concentrate for solution for infusion
h46z.,VINFLUNINE 50mg/2mL concentrate for solution for infusion
h462.,JAVLOR 100mg/4mL concentrate for solution for infusion
h46y.,VINFLUNINE 100mg/4mL concentrate for solution for infusion
h463.,JAVLOR 250mg/10mL concentrate for solution for infusion
h46x.,VINFLUNINE 250mg/10mL concentrate for solution for infusion
h97..,MIFAMURTIDE
h97z.,MIFAMURTIDE 4mg injection (pdr for recon)
h971.,MEPACT 4mg injection (pdr for recon)
j542.,QUINORIC 200mg tablets
h98..,HISTAMINE
h981.,HISTAMINE DIHYDROCHLORIDE 0.5mg/0.5mL solution for injection
h982.,CEPLENE 500micrograms/0.5mL solution for injection
hhS..,PAZOPANIB
hhS1.,PAZOPANIB 200mg tablets
hhS2.,VOTRIENT 200mg tablets
hhS3.,PAZOPANIB 400mg tablets
hhS4.,VOTRIENT 400mg tablets
ha3A.,REBIF 8.8mcg/0.1mL+22mcg/0.25mL inj cartridge start pack
ha3B.,INTERFERON BETA-1A 8.8mcg/0.1mL+22mcg/0.25mL cart start pack
ha3C.,REBIF 22micrograms/0.5mL solution for injection cartridges
ha3D.,INTERFERON BETA-1A 22mcg/0.5mL soln for injection cartridges
ha3E.,REBIF 44micrograms/0.5mL solution for injection cartridges
ha3F.,INTERFERON BETA-1A 44mcg/0.5mL soln for injection cartridges
h5E5.,DOCETAXEL 20mg/1ml concentrate for solution for infusion
h5E6.,DOCETAXEL 80mg/4mL concentrate for solution for infusion
h5E7.,TAXOTERE 20mg/1mL concentrate for solution for infusion
h5E8.,TAXOTERE 80mg/4mL concentrate for solution for infusion
h83E.,ADOPORT 500micrograms capsules
h83F.,ADOPORT 1mg capsules
h83G.,ADOPORT 5mg capsules
h5J7.,TEMOMEDAC 5mg capsules
h5J8.,TEMOMEDAC 20mg capsules
h1e..,BENDAMUSTINE HYDROCHLORIDE
h1e1.,BENDAMUSTINE HCL 25mg powder for conc for soln for infusion
h1e2.,LEVACT 25mg powder for concentrate for solution for infusion
h1e3.,BENDAMUSTINE HCL 100mg powder for conc for soln for infusion
h1e4.,LEVACT 100mg powder for concentrate for soln for infusion
h856.,RAPAMUNE 500micrograms tablets
h85u.,SIROLIMUS 500micrograms tablets
h82K.,CAPIMUNE 25mg capsules
h82L.,CAPIMUNE 50mg capsules
h82M.,CAPIMUNE 100mg capsules
h8I..,GOLIMUMAB
h8I1.,SIMPONI 50mg/0.5mL solution for injection prefilled pen
h8I2.,GOLIMUMAB 50mg/0.5mL solution for injection prefilled pen
h8I3.,SIMPONI 50mg/0.5mL solution for injection prefilled syringe
h8I4.,GOLIMUMAB 50mg/0.5mL soln for injection prefilled syringe
h1c2.,TEPADINA 100mg powder for concentrate for soln for infusion
h1c3.,THIOTEPA 100mg injection (pdr for recon)
h5E9.,DOCETAXEL 160mg/8mL concentrate for solution for infusion
h5EA.,TAXOTERE 160mg/8mL concentrate for solution for infusion
h1c4.,TEPADINA 15mg powder for concentrate for soln for infusion
h3C3.,PEMETREXED 100mg powder for conc for solution for injection
h3C4.,ALIMTA 100mg powder for conc for solution for infusion
h34V.,METOJECT 30mg/0.6mL solution for injection prefilled syringe
h34W.,METHOTREXATE 30mg/0.6mL solution for injection pfs
h84a.,ARZIP 250mg capsules
h84b.,ARZIP 500mg tablets
h5EB.,DOCETAXEL 20mg/2mL concentrate for solution for infusion
h5EC.,DOCETAXEL 80mg/8mL concentrate for solution for infusion
h5ED.,DOCETAXEL 160mg/16mL concentrate for solution for infusion
ha3G.,REBIF 8.8mcg/0.2mL+22mcg/0.5mL inj prefilled pen start pack
ha3H.,INTERFERON BETA-1A 8.8mcg/0.2mL+22mcg/0.5mL pen start pack
ha3I.,REBIF 22micrograms/0.5mL soln for injection prefilled pen
ha3J.,INTERFERON BETA-1A 22micrograms/0.5mL prefilled pen
ha3K.,REBIF 44micrograms/0.5mL soln for injection prefilled pen
ha3L.,INTERFERON BETA-1A 44micrograms/0.5mL prefilled pen
h34X.,EBETREX 7.5mg/0.75mL soln for injection prefilled syringe
h34Y.,EBETREX 10mg/1mL solution for injection prefilled syringe
h34Z.,EBETREX 15mg/1.5mL solution for injection prefilled syringe
h3G..,METHOTREXATE(2)
h3G1.,EBETREX 20mg/1mL solution for injection prefilled syringe
h3G2.,EBETREX 25mg/1.25mL solution for injection prefilled syringe
h3G3.,EBETREX 30mg/1.5mL solution for injection prefilled syringe
h3G4.,METHOTREXATE 20mg/1mL solution for injection p/f syringe
h3G5.,METHOTREXATE 25mg/1.25mL solution for injection p/f syringe
h3G6.,METHOTREXATE 30mg/1.5mL solution for injection p/f syringe
h5EE.,TAXCEUS 20mg/1mL concentrate for solution for infusion
h5EF.,TAXCEUS 80mg/4mL concentrate for solution for infusion
h5EG.,TAXCEUS 140mg/7mL concentrate for solution for infusion
h5EH.,DOCETAXEL 140mg/7mL concentrate for solution for infusion
h83H.,VIVADEX 500micrograms capsules
h83I.,VIVADEX 1mg capsules
h83J.,VIVADEX 5mg capsules
hhT1.,HALAVEN 0.88mg/2mL solution for injection
hhT..,ERIBULIN MESYLATE
hhTZ.,ERIBULIN 0.88mg/2mL solution for injection
h365.,GEMCITABINE 200mg/5.3mL conc for solution for infusion
h366.,GEMCITABINE 1g/26.3mL concentrate for solution for infusion
h367.,GEMCITABINE 2g/52.6mL concentrate for solution for infusion
hhL2.,TASIGNA 150mg capsules
hhLy.,NILOTINIB 150mg capsules
hhU..,CABAZITAXEL
hhU1.,JEVTANA 60mg concentrate+solvent for solution for infusion
hhU2.,CABAZITAXEL 60mg concentrate+solvent for soln for infusion
h8J..,FINGOLIMOD
h8J1.,GILENYA 500micrograms capsules
h8J2.,FINGOLIMOD 500micrograms capsules
h3G7.,METOJECT 12.5mg/0.25mL soln for injection prefilled syringe
h3G8.,METHOTREXATE 12.5mg/0.25mL solution for injection pfs
h3GA.,METHOTREXATE 17.5mg/0.35mL solution for injection pfs
h3GB.,METOJECT 22.5mg/0.45mL soln for injection prefilled syringe
h3GC.,METHOTREXATE 22.5mg/0.45mL solution for injection pfs
h3GD.,METOJECT 27.5mg/0.55mL soln for injection prefilled syringe
h3GE.,METHOTREXATE 27.5mg/0.55mL solution for injection pfs
h3G9.,METOJECT 17.5mg/0.35mL soln for injection prefilled syringe
hhV..,AMINOLEVULINIC ACID
hhV1.,GLIOLAN 1.5g powder for oral solution
hhV2.,5-AMINOLEVULINIC ACID HYDROCHLORIDE 1.5g pdr for oral soln
ha3M.,AVONEX 30micrograms/0.5mL soln for injection prefilled pen
ha3N.,INTERFERON BETA-1A 30micrograms/0.5mL prefilled pen
h82N.,CAPSORIN 25mg capsules
h82O.,CAPSORIN 50mg capsules
h82P.,CAPSORIN 100mg capsules
hhW..,IPILIMUMAB
hhW1.,YERVOY 200mg/40mL concentrate for solution for infusion
hhW2.,IPILIMUMAB 200mg/40mL concentrate for solution for injection
hhW3.,YERVOY 50mg/10mL concentrate for solution for infusion
hhW4.,IPILIMUMAB 50mg/10mL concentrate for solution for injection
h8K..,BELIMUMAB
h8K1.,BENLYSTA 120mg powder for concentrate for soln for infusion
h8K2.,BELIMUMAB 120mg powder for conc for solution for injection
h8K3.,BENLYSTA 400mg powder for concentrate for soln for infusion
h8K4.,BELIMUMAB 400mg powder for conc for solution for injection
hhG5.,DASATINIB 80mg tablets
hhGv.,SPRYCEL 80mg tablets
hhG6.,DASATINIB 140mg tablets
hhGu.,SPRYCEL 140mg tablets
h8L..,BELATACEPT
h8L1.,NULOJIX 250mg powder for concentrate for soln for infusion
h8L2.,BELATACEPT 250mg powder for conc for solution for injection
hhQ3.,VOTUBIA 2.5mg tablets
hhQx.,EVEROLIMUS 2.5mg tablets
hhQ4.,VOTUBIA 5mg tablets
hhX..,CATUMAXOMAB
hhX1.,REMOVAB 50mcg/0.5mL concentrate for soln for infusion pfs
hhX2.,CATUMAXOMAB 50mcg/0.5mL conc for solution for infusion pfs
hhX3.,REMOVAB 10mcg/0.1mL concentrate for soln for infusion pfs
hhX4.,CATUMAXOMAB 10mcg/0.1mL conc for solution for infusion pfs
h89t.,ENBREL 10mg powder+solvent for solution for injection
h896.,ETANERCEPT 10mg powder+solvent for solution for injection
h5F8.,POTACTASOL 4mg powder for conc for solution for infusion
h5F9.,POTACTASOL 1mg powder for conc for solution for infusion
hhY..,VEMURAFENIB
hhY1.,ZELBORAF 240mg tablets
hhY2.,VEMURAFENIB 240mg tablets
hhZ..,VANDETANIB
hhZ1.,CAPRELSA 100mg tablets
hhZ2.,VANDETANIB 100mg tablets
hhZ3.,CAPRELSA 300mg tablets
hhZ4.,VANDETANIB 300mg tablets
h3H..,TEGAFUR
h3H1.,TEYSUNO 15mg/4.35mg/11.8mg capsules
h3H2.,TEYSUNO 20mg/5.8mg/15.8mg capsules
h3H3.,TEGAFUR+GIMERACIL+OTERACIL 15mg/4.35mg/11.8mg capsules
h3H4.,TEGAFUR+GIMERACIL+OTERACIL 20mg/5.8mg/15.8mg capsules
h83K.,CAPEXION 500micrograms capsules
h83L.,CAPEXION 1mg capsules
h83M.,CAPEXION 5mg capsules
h222.,"BLEO-KYOWA 15,000iu powder for solution for injection"
hha..,RUXOLITINIB
hha1.,JAKAVI 5mg tablets
hha2.,RUXOLITINIB 5mg tablets
hha3.,JAKAVI 15mg tablets
hha5.,JAKAVI 20mg tablets
hha6.,RUXOLITINIB 20mg tablets
h332.,XALUPRINE 20mg/mL oral suspension
h33y.,MERCAPTOPURINE 20mg/mL oral suspension
hhb..,AXITINIB
hhb1.,INLYTA 1mg tablets
hhb2.,AXITINIB 1mg tablets
hhb3.,INLYTA 5mg tablets
hhb4.,AXITINIB 5mg tablets
hhc..,CRIZOTINIB
hhc1.,XALKORI 200mg capsules
hhc2.,XALKORI 250mg capsules
hhc3.,CRIZOTINIB 200mg capsules
hhc4.,CRIZOTINIB 250mg capsules
h368.,GEMCITABINE 200mg/2mL concentrate for solution for infusion
h369.,GEMCITABINE 1g/10mL concentrate for solution for infusion
h36A.,GEMCITABINE 2g/20mL concentrate for solution for infusion
hhd1.,ADCETRIS 50mg powder for concentrate for soln for infusion
hhd..,BRENTUXIMAB VEDOTIN
hhd2.,BRENTUXIMAB VEDOTIN 50mg powder for conc for soln for inj
h3I..,DECITABINE
h3I1.,DACOGEN 50mg powder for concentrate for soln for infusion
h3I2.,DECITABINE 50mg powder for conc for solution for injection
h8C2.,ORENCIA 125mg/1mL solution for injection prefilled syringe
h8Cy.,ABATACEPT 125mg/1mL solution for injection prefilled syringe
hhQ5.,VOTUBIA 10mg tablets
kbG3.,ZALTRAP 100mg/4mL concentrate for solution for infusion
kbG4.,AFLIBERCEPT 100mg/4mL concentrate for solution for injection
kbG5.,ZALTRAP 200mg/8mL concentrate for solution for infusion
kbG6.,AFLIBERCEPT 200mg/8mL concentrate for solution for injection
hhe..,PERTUZUMAB
hhe1.,PERJETA 420mg/14mL concentrate for solution for infusion
hhe2.,PERTUZUMAB 420mg/14mL concentrate for solution for injection
hhf..,BOSUTINIB
hhf1.,BOSULIF 100mg tablets
hhf2.,BOSUTINIB 100mg tablets
hhf3.,BOSULIF 500mg tablets
hhf4.,BOSUTINIB 500mg tablets
ha3O.,PEGASYS 90micrograms/0.5mL soln for inj prefilled syringe
ha3P.,PEGINTERFERON ALFA-2A 90micrograms/0.5mL soln for inj pfs
hhg..,PONATINIB
hhg1.,ICLUSIG 15mg tablets
hhg2.,ICLUSIG 45mg tablets
hhg3.,PONATINIB 15mg tablets
hhg4.,PONATINIB 45mg tablets
hhh..,REGORAFENIB
hhh1.,REGORAFENIB 40mg tablets
hhh2.,STIVARGA 40mg tablets
ha3Q.,VIRAFERONPEG CLEARCLICK 50mcg/0.5mL pdr+solv for inj p/f pen
ha3R.,VIRAFERONPEG CLEARCLICK 80mcg/0.5mL pdr+solv for inj p/f pen
ha3S.,VIRAFERONPEG CLEARCLICK 100mcg/0.5mL pdr+solv inj p/f pen
ha3T.,VIRAFERONPEG CLEARCLICK 120mcg/0.5mL pdr+solv inj p/f pen
ha3U.,VIRAFERONPEG CLEARCLICK 150mcg/0.5mL pdr+solv inj p/f pen
hhi..,VISMODEGIB
hhi1.,ERIVEDGE 150mg capsules
hhi2.,VISMODEGIB 150mg capsules
hh22.,HERCEPTIN 600mg/5mL solution for injection
hh2y.,TRASTUZUMAB 600mg/5mL solution for injection
h5M..,PIXANTRONE
h5M1.,PIXANTRONE 29mg powder for conc for solution for injection
h5M2.,PIXUVRI 29mg powder for conc for solution for infusion
h3Ax.,CAPECITABINE 300mg tablets
hhj..,AFATINIB
hhj1.,GIOTRIF 20mg tablets
