code,description
i47k.,DARBEPOETIN ALFA 80micrograms/0.4mL prefilled pen
i47j.,DARBEPOETIN ALFA 100micrograms/0.5mL prefilled pen
i47i.,DARBEPOETIN ALFA 150micrograms/0.3mL prefilled pen
i47h.,DARBEPOETIN ALFA 300micrograms/0.6mL prefilled pen
i47g.,DARBEPOETIN ALFA 500micrograms/1mL prefilled pen
hhC..,ERLOTINIB
hhCy.,ERLOTINIB 100mg tablets
hhC1.,TARCEVA 150mg tablets
hhC2.,TARCEVA 100mg tablets
hhCz.,ERLOTINIB 150mg tablets
h45z.,VINORELBINE 20mg capsules
h45y.,VINORELBINE 30mg capsules
h455.,NAVELBINE 20mg capsules
h456.,NAVELBINE 30mg capsules
h5Ix.,OXALIPLATIN 50mg/10mL infusion concentrate
h5I3.,ELOXATIN 50mg/10mL infusion concentrate
h5Iw.,OXALIPLATIN 100mg/20mL infusion concentrate
h5I4.,ELOXATIN 100mg/20mL infusion concentrate
hhD..,MITOTANE PRODUCT
hhD1.,LYSODREN 500mg tablets
hhDz.,MITOTANE 500mg tablets
h8A..,NATALIZUMAB
h8Az.,NATALIZUMAB 300mg/15mL solution for injection
h8A1.,TYSABRI 300mg/15mL solution for injection
hhE..,SORAFENIB
hhE1.,NEXAVAR 200mg tablets
hhEz.,SORAFENIB 200mg tablets
hhF..,SUNITINIB
hhF1.,SUTENT 12.5mg capsules
hhF2.,SUTENT 25mg capsules
hhF3.,SUTENT 50mg capsules
hhFz.,SUNITINIB 12.5mg capsules
hhFy.,SUNITINIB 25mg capsules
hhFx.,SUNITINIB 50mg capsules
iv3..,DEFERASIROX
iv3z.,DEFERASIROX 125mg dispersible tablets
iv31.,EXJADE 125mg dispersible tablets
iv3y.,DEFERASIROX 250mg dispersible tablets
iv32.,EXJADE 250mg dispersible tablets
iv3x.,DEFERASIROX 500mg dispersible tablets
iv33.,EXJADE 500mg dispersible tablets
h5Iv.,OXALIPLATIN 200mg/40mL infusion concentrate
h5I5.,ELOXATIN 200mg/40mL infusion concentrate
h8B..,INFLIXIMAB
h8Bz.,INFLIXIMAB 100mg powder for solution for injection
h8B1.,REMICADE 100mg powder for solution for injection
h34y.,METHOTREXATE 7.5mg/0.75mL solution for injection prefilled syringe
h34z.,METHOTREXATE 10mg/1mL solution for injection prefilled syringe
h34A.,METHOTREXATE 15mg/1.5mL solution for injection prefilled syringe
h24B.,METHOTREXATE 20mg/2mL solution for injection prefilled syringe
h34C.,METHOTREXATE 25mg/2.5mL solution for injection prefilled syringe
h34D.,METOJECT 7.5mg/0.75mL solution for injection prefilled syringe
h34E.,METOJECT 10mg/1mL solution for injection prefilled syringe
h34F.,METOJECT 15mg/1.5mL solution for injection prefilled syringe
h34G.,METOJECT 20mg/2mL solution for injection prefilled syringe
h34H.,METOJECT 25mg/2.5mL solution for injection prefilled syringe
h34B.,METHOTREXATE 20mg/2mL solution for injection prefilled syringe
h89x.,ENBREL 50mg solution for injection prefilled syringe
h893.,ETANERCEPT 50mg solution for injection prefilled syringe
h89w.,ENBREL 25mg paediatric powder+solvent for solution for injection
hhG..,DASATINIB
hhGz.,SPRYCEL 20mg tablets
hhG1.,DASATINIB 20mg tablets
hhGy.,SPRYCEL 50mg tablets
hhG2.,DASATINIB 50mg tablets
hhGx.,*SPRYCEL 70mg tablets
hhG3.,*DASATINIB 70mg tablets
h89v.,ENBREL 25mg solution for injection prefilled syringe
h894.,ETANERCEPT 25mg solution for injection prefilled syringe
hh92.,ERBITUX 100mg/20mL solution for injection
hh9y.,CETUXIMAB 100mg/20mL solution for injection
hh93.,ERBITUX 500mg/100mL solution for injection
hh9x.,CETUXIMAB 500mg/100mL solution for injection
h8C..,ABATACEPT
h8Cz.,ABATACEPT 250mg powder for solution for injection
h8C1.,ORENCIA 250mg powder for solution for injection
hhC3.,TARCEVA 25mg tablets
hhCx.,ERLOTINIB 25mg tablets
h873.,ADALIMUMAB 40mg injection solution 0.8mL prefilled pen
h874.,HUMIRA 40mg injection solution 0.8mL prefilled pen
ha34.,REBIF 2.4million iu/0.2mL and 6million iu/0.5mL injection intitation pack
ha35.,INTERFERON BETA-1A 2.4million iu/0.2mL and 6million iu/0.5mL injection initiation pack
i49..,EPOETIN DELTA
i491.,DYNEPO 1000iu/0.5mL prefilled syringe
i492.,DYNEPO 2000iu/0.5mL prefilled syringe
i493.,DYNEPO 3000iu/0.3mL prefilled syringe
i494.,DYNEPO 4000iu/0.4mL prefilled syringe
i495.,DYNEPO 5000iu/0.5mL prefilled syringe
i496.,DYNEPO 6000iu/0.3mL prefilled syringe
i497.,DYNEPO 8000iu/0.4mL prefilled syringe
i498.,"DYNEPO 10,000iu/0.5mL prefilled syringe"
i49z.,EPOETIN DELTA 1000iu/0.5mL prefilled syringe
i49y.,EPOETIN DELTA 2000iu/0.5mL prefilled syringe
i49x.,EPOETIN DELTA 3000iu/0.3mL prefilled syringe
i49w.,EPOETIN DELTA 4000iu/0.4mL prefilled syringe
i49v.,EPOETIN DELTA 5000iu/0.5mL prefilled syringe
i49u.,EPOETIN DELTA 6000iu/0.3mL prefilled syringe
i49t.,EPOETIN DELTA 8000iu/0.4mL prefilled syringe
i49s.,"EPOETIN DELTA 10,000iu/0.5mL prefilled syringe"
hhH..,LENALIDOMIDE
hhH1.,REVLIMID 5mg capsules
hhH2.,REVLIMID 10mg capsules
hhH3.,REVLIMID 15mg capsules
hhH4.,REVLIMID 25mg capsules
hhHz.,LENALIDOMIDE 5mg capsules
hhHy.,LENALIDOMIDE 10mg capsules
hhHx.,LENALIDOMIDE 15mg capsules
hhHw.,LENALIDOMIDE 25mg capsules
h5Jv.,TEMOZOLOMIDE 140mg capsules
h5J5.,TEMODAL 140mg capsules
h5Ju.,TEMOZOLOMIDE 180mg capsules
h5J6.,TEMODAL 180mg capsules
h838.,ADVAGRAF 0.5mg m/r capsules
h839.,ADVAGRAF 1mg m/r capsules
h83A.,ADVAGRAF 5mg m/r capsules
h83y.,TACROLIMUS 500microgram m/r capsules
h83x.,TACROLIMUS 1mg m/r capsules
h83w.,TACROLIMUS 5mg m/r capsules
hhI..,ECULIZUMAB
hhI1.,SOLIRIS 300mg solution for injection
hhIz.,ECULIZUMAB 300mg solution for injection
i47L.,ARANESP 130micrograms/0.65mL prefilled syringe
i47f.,DARBEPOETIN ALFA 130micrograms/0.65mL prefilled syringe
i47M.,ARANESP SURECLICK 130micrograms/0.65mL prefilled pen
i47e.,DARBEPOETIN ALFA 130micrograms/0.65mL prefilled pen
i4A..,METHOXY PEG-EPOETIN BETA
i4A1.,MIRCERA 50micrograms/0.3mL prefilled syringe
i4A2.,MIRCERA 75micrograms/0.3mL prefilled syringe
i4A3.,MIRCERA 100micrograms/0.3mL prefilled syringe
i4A4.,MIRCERA 150micrograms/0.3mL prefilled syringe
i4A5.,MIRCERA 200micrograms/0.3mL prefilled syringe
i4A6.,MIRCERA 250micrograms/0.3mL prefilled syringe
i4Az.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 50micrograms/0.3mL prefilled syringe
i4Ay.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 75micrograms/0.3mL prefilled syringe
i4Ax.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 100micrograms/0.3mL prefilled syringe
i4Aw.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 150micrograms/0.3mL prefilled syringe
i4Av.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 200micrograms/0.3mL prefilled syringe
i4Au.,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA 250micrograms/0.3mL prefilled syringe
i44P.,"EPREX 20,000iu/0.5mL prefilled syringe"
i44Q.,"EPREX 30,000iu/0.75mL prefilled syringe"
i44R.,"EPREX 40,000iu/1mL prefilled syringe"
i44r.,"EPOETIN ALFA 40,000iu/1mL prefilled syringe"
i44s.,"EPOETIN ALFA 30,000iu/0.75mL prefilled syringe"
i44t.,"EPOETIN ALFA 20,000iu/0.5mL prefilled syringe"
ha36.,INTRONA 10million iu/1mL solution for injection
ha37.,INTERFERON ALFA-2B 10million iu/1mL solution for injection
hhJ..,PANITUMUMAB
hhJ1.,VECTIBIX 100mg/5mL solution for injection
hhJ2.,PANITUMUMAB 100mg/5mL solution for injection
hhK..,TRABECTEDIN
hhK1.,YONDELIS 250micrograms powder for solution for injection
hhK2.,YONDELIS 1mg powder for solution for injection
hhK3.,TRABECTEDIN 250micrograms powder for solution for injection
hhK4.,TRABECTEDIN 1mg powder for solution for injection
i44S.,BINOCRIT 1000iu/0.5mL solution for injection prefilled syringe
i44T.,BINOCRIT 2000iu/1mL solution for injection prefilled syringe
i44U.,BINOCRIT 3000iu/0.3mL solution for injection prefilled syringe
i44V.,BINOCRIT 4000iu/0.4mL solution for injection prefilled syringe
i44W.,BINOCRIT 5000iu/0.5mL solution for injection prefilled syringe
i44X.,BINOCRIT 6000iu/0.6mL solution for injection prefilled syringe
i44Y.,BINOCRIT 8000iu/0.8mL solution for injection prefilled syringe
i44Z.,"BINOCRIT 10,000iu/1mL solution for injection prefilled syringe"
i44q.,EPOETIN ALFA 2000iu/1mL prefilled syringe
i4B..,EPOETIN ZETA
i4B1.,RETACRIT 1000iu/0.3mL prefilled syringe
i4B2.,RETACRIT 2000iu/0.6mL prefilled syringe
i4B3.,RETACRIT 3000iu/0.9mL prefilled syringe
i4B4.,RETACRIT 4000iu/0.4mL prefilled syringe
i4B5.,RETACRIT 5000iu/0.5mL prefilled syringe
i4B6.,RETACRIT 6000iu/0.6mL prefilled syringe
i4B7.,RETACRIT 8000iu/0.8mL prefilled syringe
i4B8.,"RETACRIT 10,000iu/1mL prefilled syringe"
i4B9.,"RETACRIT 40,000iu/1mL prefilled syringe"
i4BA.,EPOETIN ZETA 1000iu/0.3mL prefilled syringe
i4BB.,EPOETIN ZETA 2000iu/0.6mL prefilled syringe
i4BC.,EPOETIN ZETA 3000iu/0.9mL prefilled syringe
i4BD.,EPOETIN ZETA 4000iu/0.4mL prefilled syringe
i4BE.,EPOETIN ZETA 5000iu/0.5mL prefilled syringe
i4BF.,EPOETIN ZETA 6000iu/0.6mL prefilled syringe
i4BG.,EPOETIN ZETA 8000iu/0.8mL prefilled syringe
i4BH.,"EPOETIN ZETA 10,000iu/1mL prefilled syringe"
i4BI.,"EPOETIN ZETA 40,000iu/1mL prefilled syringe"
hhL..,NILOTINIB
hhL1.,TASIGNA 200mg capsules
hhLz.,NILOTINIB 200mg capsules
h5G5.,CAMPTO 300mg/15mL infusion concentrate
h5G6.,IRINOTECAN HYDROCHLORIDE TRIHYDRATE 300mg/15mL infusion concentrate
iv22.,FERRIPROX 100mg/mL oral solution
iv2y.,DEFERIPRONE 100mg/mL oral solution
h8D..,ANTITHYMOCYTE IMMUNOGLOBULIN
h8D1.,THYMOGLOBULINE 25mg powder for solution for injection
h8D2.,ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT) 25mg powder for solution for injection
hhM..,LAPATINIB
hhM1.,TYVERB 250mg tablets
hhM2.,LAPATINIB 250mg tablets
hhN..,THALIDOMIDE
hhN1.,THALIDOMIDE PHARMION 50mg capsules
hhN2.,THALIDOMIDE 50mg capsules
h5F4.,HYCAMTIN 250micrograms capsules
h5F5.,TOPOTECAN 250micrograms capsules
h5F6.,HYCAMTIN 1mg capsules
h5F7.,TOPOTECAN 1mg capsules
hhO..,TEMSIROLIMUS
hhO1.,TORISEL 30mg/1.2mL concentration for solution for injection+diluent
hhO2.,TEMSIROLIMUS 30mg/1.2mL concentrate for solution for injection+diluent
hhJ3.,VECTIBIX 400mg/20mL solution for injection
hhJ4.,PANITUMUMAB 400mg/20mL solution for injection
hhGw.,SPRYCEL 100mg tablets
hhG4.,DASATINIB 100mg tablets
i4A7.,MIRCERA 30micrograms/0.3mL prefilled syringe
i4At.,METHOXY PEG-EPOETIN BETA 30mcg/0.3mL prefilled syringe
i4A8.,MIRCERA 120micrograms/0.3mL prefilled syringe
i4As.,METHOXY PEG-EPOETIN BETA 120mcg/0.3mL prefilled syringe
i4A9.,MIRCERA 360micrograms/0.6mL prefilled syringe
i4Ar.,METHOXY PEG-EPOETIN BETA 360mcg/0.6mL prefilled syringe
h5BB.,ABRAXANE 100mg powder for suspension for injection
h5Bx.,PACLITAXEL 100mg powder for suspension for injection
h552.,SIKLOS 1g tablets
h55y.,HYDROXYCARBAMIDE 1g tablets
h8E..,USTEKINUMAB
h8E1.,STELARA 45mg/0.5mL solution for injection
h8E2.,USTEKINUMAB 45mg/0.5mL solution for injection
ha38.,EXTAVIA 300mcg powder and solvent for solution for injection
ha39.,INTERFERON BETA-1B 300micrograms pdr+solv inj
h34L.,METOJECT 7.5mg/0.15mL solution for injection pfs
h34M.,METHOTREXATE 7.5mg/0.15mL solution for injection pfs
h34N.,METOJECT 10mg/0.2mL solution for injection prefilled syringe
h34O.,METHOTREXATE 10mg/0.2mL solution for injection pfs
h34P.,METOJECT 15mg/0.3mL solution for injection prefilled syringe
h34Q.,METHOTREXATE 15mg/0.3mL solution for injection pfs
h34R.,METOJECT 20mg/0.4mL solution for injection prefilled syringe
h34S.,METHOTREXATE 20mg/0.4mL solution for injection pfs
h34T.,METOJECT 25mg/0.5mL solution for injection prefilled syringe
h34U.,METHOTREXATE 25mg/0.5mL solution for injection pfs
h83B.,ADVAGRAF 3mg m/r capsules
h83v.,TACROLIMUS 3mg m/r capsules
hhP..,GEFITINIB
hhP1.,IRESSA 250mg tablets
hhP2.,GEFITINIB 250mg tablets
h89u.,ENBREL 50mg solution for injection prefilled pen
h895.,ETANERCEPT 50mg solution for injection prefilled pen
hhQ..,EVEROLIMUS
hhQ1.,AFINITOR 10mg tablets
hhQz.,EVEROLIMUS 10mg tablets
hhQ2.,AFINITOR 5mg tablets
hhQy.,EVEROLIMUS 5mg tablets
h8F..,TOCILIZUMAB
h8F1.,ROACTEMRA 80mg/4mL infusion concentrate
h8F2.,ROACTEMRA 200mg/10mL infusion concentrate
h8F3.,ROACTEMRA 400mg/20mL infusion concentrate
h8Fz.,TOCILIZUMAB 80mg/4mL infusion concentrate
h8Fy.,TOCILIZUMAB 200mg/10mL infusion concentrate
h8Fx.,TOCILIZUMAB 400mg/20mL infusion concentrate
h8G..,CERTOLIZUMAB PEGOL
h8G1.,CERTOLIZUMAB PEGOL 200mg solution for injection pfs
h8G2.,CIMZIA 200mg solution for injection prefilled syringe
h82H.,DEXIMUNE 25mg capsules
h82I.,DEXIMUNE 50mg capsules
h82J.,DEXIMUNE 100mg capsules
h83C.,MODIGRAF 200micrograms/sachet granules for oral suspension
h83u.,TACROLIMUS 200micrograms/sachet granules for oral suspension
h83D.,MODIGRAF 1mg/sachet granules for oral suspension
h83t.,TACROLIMUS 1mg/sachet granules for oral suspension
i4C..,EPOETIN THETA
i4C1.,EPORATIO 1000iu/0.5mL soln for inj prefilled syringe
i4Cz.,EPOETIN THETA 1000iu/0.5mL soln for inj prefilled syringe
i4C2.,EPORATIO 2000iu/0.5mL soln for inj prefilled syringe
i4Cy.,EPOETIN THETA 2000iu/0.5mL soln for inj prefilled syringe
i4C3.,EPORATIO 3000iu/0.5mL soln for inj prefilled syringe
i4Cx.,EPOETIN THETA 3000iu/0.5mL soln for inj prefilled syringe
i4C4.,EPORATIO 4000iu/0.5mL soln for inj prefilled syringe
i4Cw.,EPOETIN THETA 4000iu/0.5mL soln for inj prefilled syringe
i4C5.,EPORATIO 5000iu/0.5mL soln for inj prefilled syringe
i4Cv.,EPOETIN THETA 5000iu/0.5mL soln for inj prefilled syringe
i4C6.,"EPORATIO 10,000iu/1mL soln for inj prefilled syringe"
i4Cu.,"EPOETIN THETA 10,000iu/1mL soln for inj prefilled syringe"
i4C7.,"EPORATIO 20,000iu/1mL soln for inj prefilled syringe"
i4Ct.,"EPOETIN THETA 20,000iu/1mL soln for inj prefilled syringe"
i4C8.,"EPORATIO 30,000iu/1mL soln for inj prefilled syringe"
i4Cs.,"EPOETIN THETA 30,000iu/1mL soln for inj prefilled syringe"
h8H..,CANAKINUMAB
h8H1.,ILARIS 150mg powder for solution for injection
h8H2.,CANAKINUMAB 150mg powder for solution for injection
h97..,MIFAMURTIDE
h97z.,MIFAMURTIDE 4mg injection (pdr for recon)
h971.,MEPACT 4mg injection (pdr for recon)
j542.,QUINORIC 200mg tablets
h98..,HISTAMINE
h981.,HISTAMINE DIHYDROCHLORIDE 0.5mg/0.5mL solution for injection
h982.,CEPLENE 500micrograms/0.5mL solution for injection
hhR..,OFATUMUMAB
hhR1.,OFATUMUMAB 100mg/5mL concentrate for solution for infusion
hhR2.,ARZERRA 100mg/5mL concentrate for solution for infusion
hhS..,PAZOPANIB
hhS1.,PAZOPANIB 200mg tablets
hhS2.,VOTRIENT 200mg tablets
hhS3.,PAZOPANIB 400mg tablets
hhS4.,VOTRIENT 400mg tablets
ha3A.,REBIF 8.8mcg/0.1mL+22mcg/0.25mL inj cartridge start pack
ha3B.,INTERFERON BETA-1A 8.8mcg/0.1mL+22mcg/0.25mL cart start pack
ha3C.,REBIF 22micrograms/0.5mL solution for injection cartridges
ha3D.,INTERFERON BETA-1A 22mcg/0.5mL soln for injection cartridges
ha3E.,REBIF 44micrograms/0.5mL solution for injection cartridges
ha3F.,INTERFERON BETA-1A 44mcg/0.5mL soln for injection cartridges
h5E5.,DOCETAXEL 20mg/1ml concentrate for solution for infusion
h5E6.,DOCETAXEL 80mg/4mL concentrate for solution for infusion
h5E7.,TAXOTERE 20mg/1mL concentrate for solution for infusion
h5E8.,TAXOTERE 80mg/4mL concentrate for solution for infusion
h83E.,ADOPORT 500micrograms capsules
h83F.,ADOPORT 1mg capsules
h83G.,ADOPORT 5mg capsules
h8E3.,STELARA 45mg/0.5ml solution for injection prefilled syringe
h8E4.,USTEKINUMAB 45mg/0.5mL soln for injection prefilled syringe
h5J7.,TEMOMEDAC 5mg capsules
h5J8.,TEMOMEDAC 20mg capsules
h856.,RAPAMUNE 500micrograms tablets
h85u.,SIROLIMUS 500micrograms tablets
h82K.,CAPIMUNE 25mg capsules
h82L.,CAPIMUNE 50mg capsules
h82M.,CAPIMUNE 100mg capsules
h8I..,GOLIMUMAB
h8I1.,SIMPONI 50mg/0.5mL solution for injection prefilled pen
h8I2.,GOLIMUMAB 50mg/0.5mL solution for injection prefilled pen
h8I3.,SIMPONI 50mg/0.5mL solution for injection prefilled syringe
h8I4.,GOLIMUMAB 50mg/0.5mL soln for injection prefilled syringe
h5E9.,DOCETAXEL 160mg/8mL concentrate for solution for infusion
h5EA.,TAXOTERE 160mg/8mL concentrate for solution for infusion
h34V.,METOJECT 30mg/0.6mL solution for injection prefilled syringe
h34W.,METHOTREXATE 30mg/0.6mL solution for injection pfs
h5EB.,DOCETAXEL 20mg/2mL concentrate for solution for infusion
h5EC.,DOCETAXEL 80mg/8mL concentrate for solution for infusion
h5ED.,DOCETAXEL 160mg/16mL concentrate for solution for infusion
ha3G.,REBIF 8.8mcg/0.2mL+22mcg/0.5mL inj prefilled pen start pack
ha3H.,INTERFERON BETA-1A 8.8mcg/0.2mL+22mcg/0.5mL pen start pack
ha3I.,REBIF 22micrograms/0.5mL soln for injection prefilled pen
ha3J.,INTERFERON BETA-1A 22micrograms/0.5mL prefilled pen
ha3K.,REBIF 44micrograms/0.5mL soln for injection prefilled pen
ha3L.,INTERFERON BETA-1A 44micrograms/0.5mL prefilled pen
h34X.,EBETREX 7.5mg/0.75mL soln for injection prefilled syringe
h34Y.,EBETREX 10mg/1mL solution for injection prefilled syringe
h34Z.,EBETREX 15mg/1.5mL solution for injection prefilled syringe
h3G..,METHOTREXATE(2)
h3G1.,EBETREX 20mg/1mL solution for injection prefilled syringe
h3G2.,EBETREX 25mg/1.25mL solution for injection prefilled syringe
h3G3.,EBETREX 30mg/1.5mL solution for injection prefilled syringe
h3G4.,METHOTREXATE 20mg/1mL solution for injection p/f syringe
h3G5.,METHOTREXATE 25mg/1.25mL solution for injection p/f syringe
h3G6.,METHOTREXATE 30mg/1.5mL solution for injection p/f syringe
h5EE.,TAXCEUS 20mg/1mL concentrate for solution for infusion
h5EF.,TAXCEUS 80mg/4mL concentrate for solution for infusion
h5EG.,TAXCEUS 140mg/7mL concentrate for solution for infusion
h5EH.,DOCETAXEL 140mg/7mL concentrate for solution for infusion
h83H.,VIVADEX 500micrograms capsules
h83I.,VIVADEX 1mg capsules
h83J.,VIVADEX 5mg capsules
hhT1.,HALAVEN 0.88mg/2mL solution for injection
hhT..,ERIBULIN MESYLATE
hhTZ.,ERIBULIN 0.88mg/2mL solution for injection
hhL2.,TASIGNA 150mg capsules
hhLy.,NILOTINIB 150mg capsules
hhU..,CABAZITAXEL
hhU1.,JEVTANA 60mg concentrate+solvent for solution for infusion
hhU2.,CABAZITAXEL 60mg concentrate+solvent for soln for infusion
h8J..,FINGOLIMOD
h8J1.,GILENYA 500micrograms capsules
h8J2.,FINGOLIMOD 500micrograms capsules
h3G7.,METOJECT 12.5mg/0.25mL soln for injection prefilled syringe
h3G8.,METHOTREXATE 12.5mg/0.25mL solution for injection pfs
h3GA.,METHOTREXATE 17.5mg/0.35mL solution for injection pfs
h3GB.,METOJECT 22.5mg/0.45mL soln for injection prefilled syringe
h3GC.,METHOTREXATE 22.5mg/0.45mL solution for injection pfs
h3GD.,METOJECT 27.5mg/0.55mL soln for injection prefilled syringe
h3GE.,METHOTREXATE 27.5mg/0.55mL solution for injection pfs
h3G9.,METOJECT 17.5mg/0.35mL soln for injection prefilled syringe
hhV..,AMINOLEVULINIC ACID
hhV1.,GLIOLAN 1.5g powder for oral solution
hhV2.,5-AMINOLEVULINIC ACID HYDROCHLORIDE 1.5g pdr for oral soln
hhR3.,ARZERRA 1g/50mL concentrate for solution for infusion
hhR4.,OFATUMUMAB 1g/50mL concentrate for solution for infusion
ha3M.,AVONEX 30micrograms/0.5mL soln for injection prefilled pen
ha3N.,INTERFERON BETA-1A 30micrograms/0.5mL prefilled pen
iv23.,FERRIPROX 1000mg tablets
iv2x.,DEFERIPRONE 1000mg tablets
h553.,SIKLOS 100mg tablets
h55x.,HYDROXYCARBAMIDE 100mg tablets
h82N.,CAPSORIN 25mg capsules
h82O.,CAPSORIN 50mg capsules
h82P.,CAPSORIN 100mg capsules
hhW..,IPILIMUMAB
hhW1.,YERVOY 200mg/40mL concentrate for solution for infusion
hhW2.,IPILIMUMAB 200mg/40mL concentrate for solution for injection
hhW3.,YERVOY 50mg/10mL concentrate for solution for infusion
hhW4.,IPILIMUMAB 50mg/10mL concentrate for solution for injection
h8K..,BELIMUMAB
h8K1.,BENLYSTA 120mg powder for concentrate for soln for infusion
h8K2.,BELIMUMAB 120mg powder for conc for solution for injection
h8K3.,BENLYSTA 400mg powder for concentrate for soln for infusion
h8K4.,BELIMUMAB 400mg powder for conc for solution for injection
hhG5.,DASATINIB 80mg tablets
hhGv.,SPRYCEL 80mg tablets
hhG6.,DASATINIB 140mg tablets
hhGu.,SPRYCEL 140mg tablets
h8L..,BELATACEPT
h8L1.,NULOJIX 250mg powder for concentrate for soln for infusion
h8L2.,BELATACEPT 250mg powder for conc for solution for injection
hhQ3.,VOTUBIA 2.5mg tablets
hhQx.,EVEROLIMUS 2.5mg tablets
hhQ4.,VOTUBIA 5mg tablets
hhX..,CATUMAXOMAB
hhX1.,REMOVAB 50mcg/0.5mL concentrate for soln for infusion pfs
hhX2.,CATUMAXOMAB 50mcg/0.5mL conc for solution for infusion pfs
hhX3.,REMOVAB 10mcg/0.1mL concentrate for soln for infusion pfs
hhX4.,CATUMAXOMAB 10mcg/0.1mL conc for solution for infusion pfs
h89t.,ENBREL 10mg powder+solvent for solution for injection
h896.,ETANERCEPT 10mg powder+solvent for solution for injection
h5F8.,POTACTASOL 4mg powder for conc for solution for infusion
h5F9.,POTACTASOL 1mg powder for conc for solution for infusion
hhY..,VEMURAFENIB
hhY1.,ZELBORAF 240mg tablets
hhY2.,VEMURAFENIB 240mg tablets
hhZ..,VANDETANIB
hhZ1.,CAPRELSA 100mg tablets
hhZ2.,VANDETANIB 100mg tablets
hhZ3.,CAPRELSA 300mg tablets
hhZ4.,VANDETANIB 300mg tablets
h83K.,CAPEXION 500micrograms capsules
h83L.,CAPEXION 1mg capsules
h83M.,CAPEXION 5mg capsules
i44a.,"BINOCRIT 20,000iu/0.5mL soln for injection prefilled syringe"
i44b.,"BINOCRIT 30,000iu/0.75mL solution for injection p/f syringe"
i44c.,"BINOCRIT 40,000iu/1mL soln for injection prefilled syringe"
hha..,RUXOLITINIB
hha1.,JAKAVI 5mg tablets
hha2.,RUXOLITINIB 5mg tablets
hha3.,JAKAVI 15mg tablets
hha5.,JAKAVI 20mg tablets
hha6.,RUXOLITINIB 20mg tablets
hhb..,AXITINIB
hhb1.,INLYTA 1mg tablets
hhb2.,AXITINIB 1mg tablets
hhb3.,INLYTA 5mg tablets
hhb4.,AXITINIB 5mg tablets
hhc..,CRIZOTINIB
hhc1.,XALKORI 200mg capsules
hhc2.,XALKORI 250mg capsules
hhc3.,CRIZOTINIB 200mg capsules
hhc4.,CRIZOTINIB 250mg capsules
hhd1.,ADCETRIS 50mg powder for concentrate for soln for infusion
hhd..,BRENTUXIMAB VEDOTIN
hhd2.,BRENTUXIMAB VEDOTIN 50mg powder for conc for soln for inj
h8C2.,ORENCIA 125mg/1mL solution for injection prefilled syringe
h8Cy.,ABATACEPT 125mg/1mL solution for injection prefilled syringe
hhQ5.,VOTUBIA 10mg tablets
kbG3.,ZALTRAP 100mg/4mL concentrate for solution for infusion
kbG4.,AFLIBERCEPT 100mg/4mL concentrate for solution for injection
kbG5.,ZALTRAP 200mg/8mL concentrate for solution for infusion
kbG6.,AFLIBERCEPT 200mg/8mL concentrate for solution for injection
hhe..,PERTUZUMAB
hhe1.,PERJETA 420mg/14mL concentrate for solution for infusion
hhe2.,PERTUZUMAB 420mg/14mL concentrate for solution for injection
hhf..,BOSUTINIB
hhf1.,BOSULIF 100mg tablets
hhf2.,BOSUTINIB 100mg tablets
hhf3.,BOSULIF 500mg tablets
hhf4.,BOSUTINIB 500mg tablets
ha3O.,PEGASYS 90micrograms/0.5mL soln for inj prefilled syringe
ha3P.,PEGINTERFERON ALFA-2A 90micrograms/0.5mL soln for inj pfs
hhg..,PONATINIB
hhg1.,ICLUSIG 15mg tablets
hhg2.,ICLUSIG 45mg tablets
hhg3.,PONATINIB 15mg tablets
hhg4.,PONATINIB 45mg tablets
hhh..,REGORAFENIB
hhh1.,REGORAFENIB 40mg tablets
hhh2.,STIVARGA 40mg tablets
ha3Q.,VIRAFERONPEG CLEARCLICK 50mcg/0.5mL pdr+solv for inj p/f pen
ha3R.,VIRAFERONPEG CLEARCLICK 80mcg/0.5mL pdr+solv for inj p/f pen
ha3S.,VIRAFERONPEG CLEARCLICK 100mcg/0.5mL pdr+solv inj p/f pen
ha3T.,VIRAFERONPEG CLEARCLICK 120mcg/0.5mL pdr+solv inj p/f pen
ha3U.,VIRAFERONPEG CLEARCLICK 150mcg/0.5mL pdr+solv inj p/f pen
hhi..,VISMODEGIB
hhi1.,ERIVEDGE 150mg capsules
hhi2.,VISMODEGIB 150mg capsules
hh22.,HERCEPTIN 600mg/5mL solution for injection
hh2y.,TRASTUZUMAB 600mg/5mL solution for injection
hhj..,AFATINIB
hhj1.,GIOTRIF 20mg tablets
hhj2.,AFATINIB 20mg tablets
hhj3.,GIOTRIF 30mg tablets
hhj4.,AFATINIB 30mg tablets
hhj5.,GIOTRIF 40mg tablets
hhj6.,AFATINIB 40mg tablets
hhj7.,GIOTRIF 50mg tablets
hhj8.,AFATINIB 50mg tablets
h8N..,POMALIDOMIDE
h8N1.,IMNOVID 1mg capsules
h8N2.,POMALIDOMIDE 1mg capsules
h8N3.,IMNOVID 2mg capsules
