code,description
Xa0T8,Mucosa-associated lymphoma
Xa0T9,Monocytoid B-cell lymphoma
Xa0TA,Follicular malignant lymphoma - mixed cell type
Xa0TD,Follicular malignant lymphoma - small cleaved cell
Xa0TE,Diffuse high grade B-cell lymphoma
Xa0TF,Nodular high grade B-cell lymphoma
Xa0TG,Diffuse malignant lymphoma - large cell
Xa0TH,Diffuse malignant lymphoma - large cleaved cell
Xa0TI,Diffuse malignant lymphoma - large non-cleaved cell
Xa0TM,Diffuse malignant lymphoma - centroblastic polymorphic
Xa0TP,Malignant lymphoma - lymphoblastic
Xa0TS,Large cell anaplastic lymphoma
Xa0TX,Follicular malignant lymphoma - large cell
Xa0TY,Low grade T-cell lymphoma
Xa0TZ,High grade T-cell lymphoma
Xa0Th,Peripheral T-cell lymphoma
Xa0Ti,T-zone lymphoma
Xa0Tj,Lymphoepithelioid lymphoma
Xa0Tk,Angioimmunoblastic lymphadenopathy with dysproteinaemia
Xa0To,Angiocentric T-cell lymphoma
Xa0Tr,Peripheral T-cell lymphoma - pleomorphic small cell
Xa0Tt,Peripheral T-cell lymphoma-pleomorphic medium and large cell
Xa0Tu,Enteropathy-associated T-cell lymphoma
Xa0Ty,True histiocytic lymphoma
Xa0U5,Malignant lymphoma of testis
Xa0bR,Malignant lymphoma of thyroid gland
Xa0bS,Malignant lymphoma of breast
Xa0eB,Hypergranular promyelocytic leukaemia
Xa0eC,Erythraemia
Xa0jn,Acute biphenotypic leukaemia
Xa36a,IgA myeloma
Xa36b,IgG myeloma
Xa36c,IgD myeloma
Xa3EW,Acute myeloblastic leukaemia - undifferentiated
Xa3Ea,Acute myeloblastic leukaemia without maturation
Xa3Ec,Acute myeloblastic leukaemia with maturation
Xa3Ee,Acute promyelocytic leukaemia - hypogranular variant
Xa3En,Intermediate grade B-cell lymphoma
Xa3HG,Acute myelomonocytic leukaemia - eosinophilic variant
Xa8Jb,T-cell lymphoma
Xa99k,Malignant lymphoma
Xa99l,Malignant lymphoma - small lymphocytic
Xa99n,Diffuse malignant lymphoma - centroblastic
Xa99w,"Nodular malignant lymphoma, lymphocytic - well diffrentiated"
Xa99z,"Nodul malig lymphoma, lymphocytic - intermed differentiation"
Xa9AA,Plasmacytoma - disorder
Xa9AM,Acute leukaemia
Xa9AN,Subacute leukaemia
Xa9AO,Chronic leukaemia
Xa9AP,Aleukaemic leukaemia
Xa9EH,"Malignant lymphoma, convoluted cell type"
Xa9FC,"Malignant lymphoma, follicular centre cell"
Xa9FD,"Malignant lymphoma, follicular centre cell, cleaved"
Xa9FE,"Malignant lymphoma, follicular centre cell, non-cleaved"
Xa9FF,"Malignant lymphoma, nodular"
XaB47,Atypical hairy cell leukaemia
XaBAk,Malignant mastocytosis
XaBAl,Erythroleukaemia
XaBAm,Basophilic leukaemia
XaBB3,Plasma cell leukaemia
XaBBC,Neutrophilic leukaemia
XaBBM,Prolymphocytic lymphosarcoma
XaBBN,Malignant lymphoma - lymphoplasmacytic
XaBBO,Diffuse malignant lymphoma - centroblastic-centrocytic
XaBBP,Malignant lymphoma - centrocytic
XaBBZ,"Hodgkin's disease, lymphocytic depletion, diffuse fibrosis"
XaBBb,"Hodgkin's disease, lymphocytic depletion, reticular type"
XaBBc,"Hodgkin's disease, nodular sclerosis - cellular phase"
XaBBd,"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular"
XaBBf,"Malignant lymphoma, centroblastic-centrocytic, follicular"
XaBBo,"Malign lymphoma, lymphocytic, poorly differentiated, nodular"
XaBBp,"Malignant lymphoma, centroblastic type, follicular"
XaBBs,Histiocytic medullary reticulosis
XaBLw,Follicular non-Hodgkin's lymphoma
XaBLx,Plasmacytoma NOS
XaBLz,[M]Waldenstrom's macroglobulinaemia
XaC2n,[M]Hodgkin's disease NOS
XaE68,Ocular lymphoma
XaELI,Lambda light chain myeloma
XaFpR,B-cell lymphoma morphology
XaFpS,Low grade B-cell lymphoma morphology
XaFpT,Follicular low grade B-cell lymphoma morphology
XaFpU,High grade B-cell lymphoma morphology
XaFpV,T-cell lymphoma morphology
XaFpW,High grade T-cell lymphoma morphology
XaFpy,Diffuse low grade B-cell lymphoma morphology
XaFpz,Low grade T-cell lymphoma morphology
XaFqH,Nodular high grade B-cell lymphoma morphology
XaFqN,Diffuse high grade B-cell lymphoma morphology
XaImp,Lymphoma stage I
XaImq,Lymphoma stage II
XaImr,Lymphoma stage III
XaIms,Lymphoma stage IV
XaPQD,Mantle cell lymphoma
XaYdL,Juvenile myelomonocytic leukaemia
XaYgm,Primary mediastinal (thymic) large B-cell lymphoma
XaYi5,Diffuse follicle centre lymphoma
XaYiI,Anaplastic lymphoma kinase negative anaplastic lg cell lymph
XaYiL,ALK positive anaplastic large cell lymphoma
XaYiN,Hepatosplenic T-cell lymphoma
XaYii,Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss
XaYij,Follicular lymphoma grade 1
XaYil,Follicular lymphoma grade 3a
XaYim,Follicular lymphoma grade 3b
XaYin,Cutaneous follicle centre lymphoma
XaYip,Sarcoma of dendritic cells
XaYis,"Atypical chronic myeloid leukaemia, BCR/ABL negative"
XaYj0,"Chronic myelogenous leukaemia, BCR/ABL positive"
XaYj4,Acute myeloid leukaemia with myelodysplasia-related changes
XaYj9,Acute myeloid leukaemia with 11q23 abnormality
XaYjI,Primary cutaneous CD30 antigen positive large T-cell lymphom
XaYje,"Extranodal natural killer/T-cell lymphoma, nasal type"
XaYjf,Subcutaneous panniculitic T-cell lymphoma
XaYk0,Blastic plasmacytoid dendritic cell neoplasm
XaYv2,Refractory anaemia with multilineage dysplasia
XaZdD,Follicular lymphoma grade 3
XaZdF,Follicular lymphoma grade 2
XaZdn,Diffuse large B-cell lymphoma
XaZfR,Adult T-cell leukaemia/lymphoma
Xaa1N,Clinical stage A chronic lymphocytic leukaemia
Xaa1O,Clinical stage B chronic lymphocytic leukaemia
Xaa1P,Clinical stage C chronic lymphocytic leukaemia
Xaa8z,[M]Juvenile myelomonocytic leukaemia
Y1b23,Solitary osseous myeloma
