code,description,bnf_code,bnf_7
11786711000001103,"Colecalciferol 15,000units/5ml oral solution (Special Order)",0906040G0AADSDS,0906040
20429711000001102,"Colecalciferol 15,000units/5ml oral solution (Special Order)",0906040G0AADSDS,0906040
21716211000001107,"NphD3 3,000units/ml oral solution (Northwick Park Hospital Specials)",0906040G0CMAADS,0906040
21716311000001104,"NphD3 3,000units/ml oral solution (Northwick Park Hospital Specials)",0906040G0CMAADS,0906040
21716511000001105,"Aciferol D3 3,000units/ml liquid (Rhodes Pharma Ltd)",0906040G0CHAJDS,0906040
22055211000001105,"Aciferol D3 3,000units/ml liquid (Rhodes Pharma Ltd)",0906040G0CHAJDS,0906040
21716611000001109,"Aciferol D3 3,000units/ml liquid (Rhodes Pharma Ltd)",0906040G0CHAJDS,0906040
21717111000001103,"Pro D3 forte 3,000units/ml liquid (Synergy Biologics Ltd)",0906040G0CCAADS,0906040
21717211000001109,"Pro D3 forte 3,000units/ml liquid (Synergy Biologics Ltd)",0906040G0CCAADS,0906040
22779311000001100,"E-D3 3,000units/ml oral solution (Ennogen Healthcare Ltd)",0906040G0CIARDS,0906040
22779411000001107,"E-D3 3,000units/ml oral solution (Ennogen Healthcare Ltd)",0906040G0CIARDS,0906040
22788711000001104,"E-D3 15,000units/5ml oral solution (Ennogen Healthcare Ltd)",0906040G0CIAUDS,0906040
22788811000001107,"E-D3 15,000units/5ml oral solution (Ennogen Healthcare Ltd)",0906040G0CIAUDS,0906040
23756311000001103,Kora LiquiD 3000units/ml oral solution (Kora Healthcare),0906040G0DDAADS,0906040
23756411000001105,Kora LiquiD 3000units/ml oral solution (Kora Healthcare),0906040G0DDAADS,0906040
29294111000001107,"Colecalciferol 3,000units/ml oral solution (Alliance Healthcare (Distribution) Ltd)",0906040G0AADSDS,0906040
29294411000001102,"Colecalciferol 3,000units/ml oral solution (Alliance Healthcare (Distribution) Ltd)",0906040G0AADSDS,0906040
29317511000001101,"Colecalciferol 3,000units/ml oral solution (Thame Laboratories Ltd)",0906040G0AADSDS,0906040
29318011000001105,"Colecalciferol 3,000units/ml oral solution (Thame Laboratories Ltd)",0906040G0AADSDS,0906040
29714011000001102,"Colecalciferol 3,000units/ml oral solution (A A H Pharmaceuticals Ltd)",0906040G0AADSDS,0906040
29714111000001101,"Colecalciferol 3,000units/ml oral solution (A A H Pharmaceuticals Ltd)",0906040G0AADSDS,0906040
37232911000001103,"Colecalciferol 3,000units/ml oral solution (DE Pharmaceuticals)",0906040G0AADSDS,0906040
37233111000001107,"Colecalciferol 3,000units/ml oral solution (DE Pharmaceuticals)",0906040G0AADSDS,0906040
11815711000001107,"Colecalciferol 1,000units/5ml oral suspension",0906040G0AAAVAV,0906040
11801611000001104,"Colecalciferol 1,000units/5ml oral suspension",0906040G0AAAVAV,0906040
11801711000001108,"Colecalciferol 1,000units/5ml oral suspension (Special Order)",0906040G0AAAVAV,0906040
11801811000001100,"Colecalciferol 1,000units/5ml oral suspension (Special Order)",0906040G0AAAVAV,0906040
11815811000001104,"Colecalciferol 10,000units/5ml oral suspension",0906040G0AAATAT,0906040
11801911000001105,"Colecalciferol 10,000units/5ml oral suspension",0906040G0AAATAT,0906040
11802011000001103,"Colecalciferol 10,000units/5ml oral suspension (Special Order)",0906040G0AAATAT,0906040
11802111000001102,"Colecalciferol 10,000units/5ml oral suspension (Special Order)",0906040G0AAATAT,0906040
11815911000001109,"Colecalciferol 20,000units/5ml oral suspension",0906040G0AAARAR,0906040
11802211000001108,"Colecalciferol 20,000units/5ml oral suspension",0906040G0AAARAR,0906040
11802311000001100,"Colecalciferol 20,000units/5ml oral suspension (Special Order)",0906040G0AAARAR,0906040
11802411000001107,"Colecalciferol 20,000units/5ml oral suspension (Special Order)",0906040G0AAARAR,0906040
11816011000001101,Colecalciferol 400units/5ml oral suspension,0906040G0AAAQAQ,0906040
11802511000001106,Colecalciferol 400units/5ml oral suspension,0906040G0AAAQAQ,0906040
11802611000001105,Colecalciferol 400units/5ml oral suspension (Special Order),0906040G0AAAQAQ,0906040
11802711000001101,Colecalciferol 400units/5ml oral suspension (Special Order),0906040G0AAAQAQ,0906040
11816111000001100,"Colecalciferol 50,000units/5ml oral suspension",0906040G0AAAPAP,0906040
11802811000001109,"Colecalciferol 50,000units/5ml oral suspension",0906040G0AAAPAP,0906040
11802911000001104,"Colecalciferol 50,000units/5ml oral suspension (Special Order)",0906040G0AAAPAP,0906040
11803011000001107,"Colecalciferol 50,000units/5ml oral suspension (Special Order)",0906040G0AAAPAP,0906040
12294611000001107,"Ergocalciferol 1,400units/5ml oral suspension",0906040N0AAELEL,0906040
12260111000001105,"Ergocalciferol 1,400units/5ml oral suspension",0906040N0AAELEL,0906040
12260211000001104,"Ergocalciferol 1,400units/5ml oral suspension (Special Order)",0906040N0AAELEL,0906040
12260411000001100,"Ergocalciferol 1,400units/5ml oral suspension (Special Order)",0906040N0AAELEL,0906040
12294511000001108,"Ergocalciferol 1,400units/5ml oral solution",0906040N0AAELEL,0906040
12260711000001106,"Ergocalciferol 1,400units/5ml oral solution",0906040N0AAELEL,0906040
12260811000001103,"Ergocalciferol 1,400units/5ml oral solution (Special Order)",0906040N0AAELEL,0906040
12260911000001108,"Ergocalciferol 1,400units/5ml oral solution (Special Order)",0906040N0AAELEL,0906040
12294811000001106,"Ergocalciferol 1,875units/5ml oral suspension",0906040N0AAEMEM,0906040
12261111000001104,"Ergocalciferol 1,875units/5ml oral suspension",0906040N0AAEMEM,0906040
12261311000001102,"Ergocalciferol 1,875units/5ml oral suspension (Special Order)",0906040N0AAEMEM,0906040
12261411000001109,"Ergocalciferol 1,875units/5ml oral suspension (Special Order)",0906040N0AAEMEM,0906040
12294711000001103,"Ergocalciferol 1,875units/5ml oral solution",0906040N0AAEMEM,0906040
12261611000001107,"Ergocalciferol 1,875units/5ml oral solution",0906040N0AAEMEM,0906040
12261711000001103,"Ergocalciferol 1,875units/5ml oral solution (Special Order)",0906040N0AAEMEM,0906040
12261811000001106,"Ergocalciferol 1,875units/5ml oral solution (Special Order)",0906040N0AAEMEM,0906040
12295011000001101,"Ergocalciferol 1,950units/5ml oral suspension",0906040N0AADYDY,0906040
12262211000001103,"Ergocalciferol 1,950units/5ml oral suspension",0906040N0AADYDY,0906040
12262311000001106,"Ergocalciferol 1,950units/5ml oral suspension (Special Order)",0906040N0AADYDY,0906040
12262411000001104,"Ergocalciferol 1,950units/5ml oral suspension (Special Order)",0906040N0AADYDY,0906040
12294911000001101,"Ergocalciferol 1,950units/5ml oral solution",0906040N0AADYDY,0906040
12262811000001102,"Ergocalciferol 1,950units/5ml oral solution",0906040N0AADYDY,0906040
12263011000001104,"Ergocalciferol 1,950units/5ml oral solution (Special Order)",0906040N0AADYDY,0906040
12263111000001103,"Ergocalciferol 1,950units/5ml oral solution (Special Order)",0906040N0AADYDY,0906040
12295211000001106,"Ergocalciferol 100,000units/5ml oral suspension",0906040N0AADDDD,0906040
12263311000001101,"Ergocalciferol 100,000units/5ml oral suspension",0906040N0AADDDD,0906040
12263511000001107,"Ergocalciferol 100,000units/5ml oral suspension (Special Order)",0906040N0AADDDD,0906040
12263711000001102,"Ergocalciferol 100,000units/5ml oral suspension (Special Order)",0906040N0AADDDD,0906040
12295111000001100,"Ergocalciferol 100,000units/5ml oral solution",0906040N0AAFKFK,0906040
12263911000001100,"Ergocalciferol 100,000units/5ml oral solution",0906040N0AAFKFK,0906040
20201411000001100,"Ergocalciferol 100,000units/5ml oral solution",0906040N0AAFKFK,0906040
12264011000001102,"Ergocalciferol 100,000units/5ml oral solution (Drug Tariff Special Order)",0906040N0AAFKFK,0906040
12264211000001107,"Ergocalciferol 100,000units/5ml oral solution (Drug Tariff Special Order)",0906040N0AAFKFK,0906040
24435011000001101,"Ergocalciferol 100,000units/5ml oral solution (Drug Tariff Special Order)",0906040N0AAFKFK,0906040
20201511000001101,"Sterogyl 100,000units/5ml oral solution (Imported (France))",0906040N0BVAAFK,0906040
20201611000001102,"Sterogyl 100,000units/5ml oral solution (Imported (France))",0906040N0BVAAFK,0906040
12295411000001105,Ergocalciferol 120units/5ml oral suspension,0906040N0AADPDP,0906040
12264611000001109,Ergocalciferol 120units/5ml oral suspension,0906040N0AADPDP,0906040
12264711000001100,Ergocalciferol 120units/5ml oral suspension (Special Order),0906040N0AADPDP,0906040
12264811000001108,Ergocalciferol 120units/5ml oral suspension (Special Order),0906040N0AADPDP,0906040
12295311000001103,Ergocalciferol 120units/5ml oral solution,0906040N0AADPDP,0906040
12265011000001103,Ergocalciferol 120units/5ml oral solution,0906040N0AADPDP,0906040
12265211000001108,Ergocalciferol 120units/5ml oral solution (Special Order),0906040N0AADPDP,0906040
12265411000001107,Ergocalciferol 120units/5ml oral solution (Special Order),0906040N0AADPDP,0906040
12295611000001108,"Ergocalciferol 2,500units/5ml oral suspension",0906040N0AADWDW,0906040
12266111000001108,"Ergocalciferol 2,500units/5ml oral suspension",0906040N0AADWDW,0906040
12266211000001102,"Ergocalciferol 2,500units/5ml oral suspension (Special Order)",0906040N0AADWDW,0906040
12266311000001105,"Ergocalciferol 2,500units/5ml oral suspension (Special Order)",0906040N0AADWDW,0906040
12295511000001109,"Ergocalciferol 2,500units/5ml oral solution",0906040N0AADWDW,0906040
12266411000001103,"Ergocalciferol 2,500units/5ml oral solution",0906040N0AADWDW,0906040
12266511000001104,"Ergocalciferol 2,500units/5ml oral solution (Special Order)",0906040N0AADWDW,0906040
12266611000001100,"Ergocalciferol 2,500units/5ml oral solution (Special Order)",0906040N0AADWDW,0906040
12295811000001107,"Ergocalciferol 20,000units/5ml oral suspension",0906040N0AADSDS,0906040
12266811000001101,"Ergocalciferol 20,000units/5ml oral suspension",0906040N0AADSDS,0906040
12267011000001105,"Ergocalciferol 20,000units/5ml oral suspension (Special Order)",0906040N0AADSDS,0906040
12267211000001100,"Ergocalciferol 20,000units/5ml oral suspension (Special Order)",0906040N0AADSDS,0906040
12295711000001104,"Ergocalciferol 20,000units/5ml oral solution",0906040N0AADSDS,0906040
12267311000001108,"Ergocalciferol 20,000units/5ml oral solution",0906040N0AADSDS,0906040
12267411000001101,"Ergocalciferol 20,000units/5ml oral solution (Special Order)",0906040N0AADSDS,0906040
12267511000001102,"Ergocalciferol 20,000units/5ml oral solution (Special Order)",0906040N0AADSDS,0906040
12296011000001105,"Ergocalciferol 37,500units/5ml oral suspension",0906040N0AAEHEH,0906040
12267611000001103,"Ergocalciferol 37,500units/5ml oral suspension",0906040N0AAEHEH,0906040
12267711000001107,"Ergocalciferol 37,500units/5ml oral suspension (Special Order)",0906040N0AAEHEH,0906040
12267811000001104,"Ergocalciferol 37,500units/5ml oral suspension (Special Order)",0906040N0AAEHEH,0906040
12295911000001102,"Ergocalciferol 37,500units/5ml oral solution",0906040N0AAEHEH,0906040
12268011000001106,"Ergocalciferol 37,500units/5ml oral solution",0906040N0AAEHEH,0906040
12267911000001109,"Ergocalciferol 37,500units/5ml oral solution (Special Order)",0906040N0AAEHEH,0906040
12268111000001107,"Ergocalciferol 37,500units/5ml oral solution (Special Order)",0906040N0AAEHEH,0906040
12296211000001100,Ergocalciferol 3million units/5ml oral suspension,0906040N0AAEKEK,0906040
12268211000001101,Ergocalciferol 3million units/5ml oral suspension,0906040N0AAEKEK,0906040
12268311000001109,Ergocalciferol 3million units/5ml oral suspension (Special Order),0906040N0AAEKEK,0906040
12268411000001102,Ergocalciferol 3million units/5ml oral suspension (Special Order),0906040N0AAEKEK,0906040
12296111000001106,Ergocalciferol 3million units/5ml oral solution,0906040N0AAEKEK,0906040
12268511000001103,Ergocalciferol 3million units/5ml oral solution,0906040N0AAEKEK,0906040
12268611000001104,Ergocalciferol 3million units/5ml oral solution (Special Order),0906040N0AAEKEK,0906040
12268711000001108,Ergocalciferol 3million units/5ml oral solution (Special Order),0906040N0AAEKEK,0906040
12296411000001101,"Ergocalciferol 4,000units/5ml oral suspension",0906040N0AADKDK,0906040
12268811000001100,"Ergocalciferol 4,000units/5ml oral suspension",0906040N0AADKDK,0906040
12269011000001101,"Ergocalciferol 4,000units/5ml oral suspension (Special Order)",0906040N0AADKDK,0906040
12269111000001100,"Ergocalciferol 4,000units/5ml oral suspension (Special Order)",0906040N0AADKDK,0906040
12296311000001108,"Ergocalciferol 4,000units/5ml oral solution",0906040N0AADKDK,0906040
12269511000001109,"Ergocalciferol 4,000units/5ml oral solution",0906040N0AADKDK,0906040
12269711000001104,"Ergocalciferol 4,000units/5ml oral solution (Special Order)",0906040N0AADKDK,0906040
12269811000001107,"Ergocalciferol 4,000units/5ml oral solution (Special Order)",0906040N0AADKDK,0906040
12296611000001103,"Ergocalciferol 4,500units/5ml oral suspension",0906040N0AAASAS,0906040
12270011000001103,"Ergocalciferol 4,500units/5ml oral suspension",0906040N0AAASAS,0906040
12270111000001102,"Ergocalciferol 4,500units/5ml oral suspension (Special Order)",0906040N0AAASAS,0906040
12270211000001108,"Ergocalciferol 4,500units/5ml oral suspension (Special Order)",0906040N0AAASAS,0906040
12296511000001102,"Ergocalciferol 4,500units/5ml oral solution",0906040N0AAASAS,0906040
12270311000001100,"Ergocalciferol 4,500units/5ml oral solution",0906040N0AAASAS,0906040
12270411000001107,"Ergocalciferol 4,500units/5ml oral solution (Special Order)",0906040N0AAASAS,0906040
12270511000001106,"Ergocalciferol 4,500units/5ml oral solution (Special Order)",0906040N0AAASAS,0906040
12296811000001104,Ergocalciferol 400units/5ml oral suspension,0906040N0AADHDH,0906040
12270611000001105,Ergocalciferol 400units/5ml oral suspension,0906040N0AADHDH,0906040
12270711000001101,Ergocalciferol 400units/5ml oral suspension (Special Order),0906040N0AADHDH,0906040
12270811000001109,Ergocalciferol 400units/5ml oral suspension (Special Order),0906040N0AADHDH,0906040
12296711000001107,Ergocalciferol 400units/5ml oral solution,0906040N0AADHDH,0906040
12271211000001102,Ergocalciferol 400units/5ml oral solution,0906040N0AADHDH,0906040
12271311000001105,Ergocalciferol 400units/5ml oral solution (Special Order),0906040N0AADHDH,0906040
12271411000001103,Ergocalciferol 400units/5ml oral solution (Special Order),0906040N0AADHDH,0906040
12297011000001108,Ergocalciferol 500units/5ml oral suspension,0906040N0AADQDQ,0906040
12271811000001101,Ergocalciferol 500units/5ml oral suspension,0906040N0AADQDQ,0906040
12271911000001106,Ergocalciferol 500units/5ml oral suspension (Special Order),0906040N0AADQDQ,0906040
12272011000001104,Ergocalciferol 500units/5ml oral suspension (Special Order),0906040N0AADQDQ,0906040
12296911000001109,Ergocalciferol 500units/5ml oral solution,0906040N0AADQDQ,0906040
12272411000001108,Ergocalciferol 500units/5ml oral solution,0906040N0AADQDQ,0906040
12272511000001107,Ergocalciferol 500units/5ml oral solution (Special Order),0906040N0AADQDQ,0906040
12272611000001106,Ergocalciferol 500units/5ml oral solution (Special Order),0906040N0AADQDQ,0906040
12297211000001103,Ergocalciferol 900units/5ml oral suspension,0906040N0AAEGEG,0906040
12272811000001105,Ergocalciferol 900units/5ml oral suspension,0906040N0AAEGEG,0906040
12273111000001109,Ergocalciferol 900units/5ml oral suspension (Special Order),0906040N0AAEGEG,0906040
12273411000001104,Ergocalciferol 900units/5ml oral suspension (Special Order),0906040N0AAEGEG,0906040
12297111000001109,Ergocalciferol 900units/5ml oral solution,0906040N0AAEGEG,0906040
12273711000001105,Ergocalciferol 900units/5ml oral solution,0906040N0AAEGEG,0906040
12273911000001107,Ergocalciferol 900units/5ml oral solution (Special Order),0906040N0AAEGEG,0906040
12274011000001105,Ergocalciferol 900units/5ml oral solution (Special Order),0906040N0AAEGEG,0906040
12288911000001107,Calcitriol 500nanograms/5ml oral suspension,0906040C0AAAGAG,0906040
12277311000001104,Calcitriol 500nanograms/5ml oral suspension,0906040C0AAAGAG,0906040
12277611000001109,Calcitriol 500nanograms/5ml oral suspension (Special Order),0906040C0AAAGAG,0906040
12277811000001108,Calcitriol 500nanograms/5ml oral suspension (Special Order),0906040C0AAAGAG,0906040
12288811000001102,Calcitriol 500nanograms/5ml oral solution,0906040C0AAAGAG,0906040
12277911000001103,Calcitriol 500nanograms/5ml oral solution,0906040C0AAAGAG,0906040
12278011000001101,Calcitriol 500nanograms/5ml oral solution (Special Order),0906040C0AAAGAG,0906040
12278111000001100,Calcitriol 500nanograms/5ml oral solution (Special Order),0906040C0AAAGAG,0906040
13401111000001106,Colecalciferol 400unit / Calcium carbonate 1.5g effervescent tablets,0906040G0AACBCB,0906040
13398511000001100,Colecalciferol 400unit / Calcium carbonate 1.5g effervescent tablets,0906040G0AACBCB,0906040
13398611000001101,Adcal-D3 Dissolve 1500mg/400unit effervescent tablets (Kyowa Kirin Ltd),0906040G0BNACCB,0906040
13398711000001105,Adcal-D3 Dissolve 1500mg/400unit effervescent tablets (Kyowa Kirin Ltd),0906040G0BNACCB,0906040
38086711000001106,ColeKal-D3 Dissolve 400unit/1500mg effervescent tablets (Essential-Healthcare Ltd),0906040G0DPALCB,0906040
38087211000001102,ColeKal-D3 Dissolve 400unit/1500mg effervescent tablets (Essential-Healthcare Ltd),0906040G0DPALCB,0906040
13466411000001108,Calcitriol 5micrograms/5ml oral suspension,0906040C0AAAIAI,0906040
13463611000001100,Calcitriol 5micrograms/5ml oral suspension,0906040C0AAAIAI,0906040
13463711000001109,Calcitriol 5micrograms/5ml oral suspension (Special Order),0906040C0AAAIAI,0906040
13463811000001101,Calcitriol 5micrograms/5ml oral suspension (Special Order),0906040C0AAAIAI,0906040
13466311000001101,Calcitriol 5micrograms/5ml oral solution,0906040C0AAAIAI,0906040
13463911000001106,Calcitriol 5micrograms/5ml oral solution,0906040C0AAAIAI,0906040
13464011000001109,Calcitriol 5micrograms/5ml oral solution (Special Order),0906040C0AAAIAI,0906040
13464111000001105,Calcitriol 5micrograms/5ml oral solution (Special Order),0906040C0AAAIAI,0906040
419367007,Paricalcitol 1microgram capsules,0906040P0AAACAC,0906040
13465211000001103,Paricalcitol 1microgram capsules,0906040P0AAACAC,0906040
13465311000001106,Zemplar 1microgram capsules (AbbVie Ltd),0906040P0BBACAC,0906040
13465411000001104,Zemplar 1microgram capsules (AbbVie Ltd),0906040P0BBACAC,0906040
419681000,Paricalcitol 2microgram capsules,0906040P0AAADAD,0906040
13465511000001100,Paricalcitol 2microgram capsules,0906040P0AAADAD,0906040
13465611000001101,Zemplar 2microgram capsules (AbbVie Ltd),0906040P0BBADAD,0906040
13465711000001105,Zemplar 2microgram capsules (AbbVie Ltd),0906040P0BBADAD,0906040
418927005,Paricalcitol 4microgram capsules,0906040P0AAAEAE,0906040
13465811000001102,Paricalcitol 4microgram capsules,0906040P0AAAEAE,0906040
13465911000001107,Zemplar 4microgram capsules (AbbVie Ltd),0906040P0BBAEAE,0906040
13466011000001104,Zemplar 4microgram capsules (AbbVie Ltd),0906040P0BBAEAE,0906040
13801511000001106,Colecalciferol 100unit / Calcium carbonate 400mg tablets,0906040N0AAEEEE,0906040
13799811000001105,Colecalciferol 100unit / Calcium carbonate 400mg tablets,0906040N0AAEEEE,0906040
19278111000001107,Colecalciferol 100unit / Calcium carbonate 400mg tablets,0906040N0AAEEEE,0906040
13799911000001100,Lloydspharmacy Calcium & Vitamin D tablets (Lloyds Pharmacy Ltd),0906040N0BFABEE,0906040
13800011000001107,Lloydspharmacy Calcium & Vitamin D tablets (Lloyds Pharmacy Ltd),0906040N0BFABEE,0906040
19278211000001101,Lloydspharmacy Calcium & Vitamin D tablets (Lloyds Pharmacy Ltd),0906040N0BFABEE,0906040
24448211000001103,Valupak Calcium & Vitamin D tablets (BR Pharmaceuticals Ltd),0906040N0BJABEE,0906040
24448311000001106,Valupak Calcium & Vitamin D tablets (BR Pharmaceuticals Ltd),0906040N0BJABEE,0906040
14012711000001105,"Colecalciferol 30,000units/5ml oral suspension",0906040G0AAAYAY,0906040
13974611000001106,"Colecalciferol 30,000units/5ml oral suspension",0906040G0AAAYAY,0906040
13974711000001102,"Colecalciferol 30,000units/5ml oral suspension (Special Order)",0906040G0AAAYAY,0906040
13974811000001105,"Colecalciferol 30,000units/5ml oral suspension (Special Order)",0906040G0AAAYAY,0906040
14013511000001107,"Ergocalciferol 400,000units/5ml oral suspension",0906040N0AAETET,0906040
13987911000001103,"Ergocalciferol 400,000units/5ml oral suspension",0906040N0AAETET,0906040
13988011000001101,"Ergocalciferol 400,000units/5ml oral suspension (Special Order)",0906040N0AAETET,0906040
13988211000001106,"Ergocalciferol 400,000units/5ml oral suspension (Special Order)",0906040N0AAETET,0906040
14013311000001101,"Ergocalciferol 400,000units/5ml oral solution",0906040N0AAETET,0906040
13988411000001105,"Ergocalciferol 400,000units/5ml oral solution",0906040N0AAETET,0906040
13988511000001109,"Ergocalciferol 400,000units/5ml oral solution (Special Order)",0906040N0AAETET,0906040
13988611000001108,"Ergocalciferol 400,000units/5ml oral solution (Special Order)",0906040N0AAETET,0906040
14937211000001102,"Colecalciferol 4,000units/5ml oral suspension",0906040G0AAAZAZ,0906040
14934811000001105,"Colecalciferol 4,000units/5ml oral suspension",0906040G0AAAZAZ,0906040
14935011000001100,"Colecalciferol 4,000units/5ml oral suspension (Special Order)",0906040G0AAAZAZ,0906040
14935211000001105,"Colecalciferol 4,000units/5ml oral suspension (Special Order)",0906040G0AAAZAZ,0906040
15214511000001107,Generic Sandocal+D 600 effervescent tablets,0906040G0BTAAA0,0906040
15219111000001102,Generic Sandocal+D 600 effervescent tablets,0906040G0BTAAA0,0906040
15219211000001108,Generic Sandocal+D 600 effervescent tablets,0906040G0BTAAA0,0906040
15219311000001100,Sandocal+D 600 effervescent tablets (Novartis Consumer Health UK Ltd),0906040G0BTAAA0,0906040
15219411000001107,Sandocal+D 600 effervescent tablets (Novartis Consumer Health UK Ltd),0906040G0BTAAA0,0906040
15219511000001106,Sandocal+D 600 effervescent tablets (Novartis Consumer Health UK Ltd),0906040G0BTAAA0,0906040
374509009,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
16044111000001103,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
17989011000001101,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
21037111000001106,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
21300311000001101,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
22185411000001106,Ergocalciferol 1.25mg capsules,0906040N0AAFLFL,0906040
16044211000001109,Ergocalciferol 1.25mg capsules (Special Order),0906040N0AAFLFL,0906040
16044311000001101,Ergocalciferol 1.25mg capsules (Special Order),0906040N0AAFLFL,0906040
17989111000001100,"Osto-D2 50,000unit capsules (Imported (Canada))",0906040N0BRAAFL,0906040
17989211000001106,"Osto-D2 50,000unit capsules (Imported (Canada))",0906040N0BRAAFL,0906040
21037211000001100,Ergo-D2 1.25mg capsules (Ennogen Healthcare Ltd),0906040N0BWAAFL,0906040
21037311000001108,Ergo-D2 1.25mg capsules (Ennogen Healthcare Ltd),0906040N0BWAAFL,0906040
21300211000001109,"Eciferol D2 50,000unit capsules (Rhodes Pharma Ltd)",0906040N0BXABFL,0906040
21300411000001108,"Eciferol D2 50,000unit capsules (Rhodes Pharma Ltd)",0906040N0BXABFL,0906040
21669211000001106,"Ergoral D2 50,000unit capsules (Cubic Pharmaceuticals Ltd)",0906040N0BYADFL,0906040
21669311000001103,"Ergoral D2 50,000unit capsules (Cubic Pharmaceuticals Ltd)",0906040N0BYADFL,0906040
22437811000001109,"Ergoral D2 50,000unit capsules (Cubic Pharmaceuticals Ltd)",0906040N0BYADFL,0906040
22185511000001105,"Drisdol 50,000unit capsules (Imported (United States))",0906040N0BZAAFL,0906040
22185611000001109,"Drisdol 50,000unit capsules (Imported (United States))",0906040N0BZAAFL,0906040
27373011000001104,"D-Forte 50,000unit capsules (Go-Kyo Science Ltd)",0906040N0CDAAFL,0906040
27373511000001107,"D-Forte 50,000unit capsules (Go-Kyo Science Ltd)",0906040N0CDAAFL,0906040
30275411000001109,Ergocalciferol 1.25mg capsules (Colonis Pharma Ltd),0906040N0AAFLFL,0906040
30275511000001108,Ergocalciferol 1.25mg capsules (Colonis Pharma Ltd),0906040N0AAFLFL,0906040
30536911000001104,Ergocalciferol 1.25mg capsules (Alliance Healthcare (Distribution) Ltd),0906040N0AAFLFL,0906040
30537511000001108,Ergocalciferol 1.25mg capsules (Alliance Healthcare (Distribution) Ltd),0906040N0AAFLFL,0906040
30987711000001104,Ergocalciferol 1.25mg capsules (A A H Pharmaceuticals Ltd),0906040N0AAFLFL,0906040
30987811000001107,Ergocalciferol 1.25mg capsules (A A H Pharmaceuticals Ltd),0906040N0AAFLFL,0906040
31405911000001101,Ergocalciferol 1.25mg capsules (J M McGill Ltd),0906040N0AAFLFL,0906040
31406011000001109,Ergocalciferol 1.25mg capsules (J M McGill Ltd),0906040N0AAFLFL,0906040
16073111000001104,"Colecalciferol 2,000unit capsules",0906040G0AABABA,0906040
16045711000001103,"Colecalciferol 2,000unit capsules",0906040G0AABABA,0906040
39085811000001109,"Colecalciferol 2,000unit capsules",0906040G0AABABA,0906040
16045811000001106,"Colecalciferol 2,000unit capsules (Special Order)",0906040G0AABABA,0906040
16046011000001109,"Colecalciferol 2,000unit capsules (Special Order)",0906040G0AABABA,0906040
39085911000001104,"DailyD Vitamin D3 2,000unit capsules (Kora Healthcare)",0906040G0EFABBA,0906040
39086011000001107,"DailyD Vitamin D3 2,000unit capsules (Kora Healthcare)",0906040G0EFABBA,0906040
16073211000001105,"Colecalciferol 50,000unit capsules",0906040G0AAEQEQ,0906040
16046211000001104,"Colecalciferol 50,000unit capsules",0906040G0AAEQEQ,0906040
19504611000001108,"Colecalciferol 50,000unit capsules",0906040G0AAEQEQ,0906040
21173211000001104,"Colecalciferol 50,000unit capsules",0906040G0AAEQEQ,0906040
34239811000001108,"Colecalciferol 50,000unit capsules",0906040G0AAEQEQ,0906040
16046511000001101,"Colecalciferol 50,000unit capsules (Special Order)",0906040G0AAEQEQ,0906040
16046811000001103,"Colecalciferol 50,000unit capsules (Special Order)",0906040G0AAEQEQ,0906040
19503411000001107,"D3-50 50,000unit capsules (Imported (United States))",0906040G0BLAAEQ,0906040
19504711000001104,"D3-50 50,000unit capsules (Imported (United States))",0906040G0BLAAEQ,0906040
21173311000001107,"Aciferol D3 50,000unit capsules (Rhodes Pharma Ltd)",0906040G0CHAIEQ,0906040
21173411000001100,"Aciferol D3 50,000unit capsules (Rhodes Pharma Ltd)",0906040G0CHAIEQ,0906040
21612511000001104,"Cubicole D3 50,000unit capsules (Cubic Pharmaceuticals Ltd)",0906040G0CKAJEQ,0906040
21612611000001100,"Cubicole D3 50,000unit capsules (Cubic Pharmaceuticals Ltd)",0906040G0CKAJEQ,0906040
22197311000001108,"E-D3 50,000unit capsules (Ennogen Healthcare Ltd)",0906040G0CIANEQ,0906040
22197511000001102,"E-D3 50,000unit capsules (Ennogen Healthcare Ltd)",0906040G0CIANEQ,0906040
22212311000001109,"Colecalciferol 50,000unit capsules (Imported (United States))",0906040G0AAEQEQ,0906040
22212411000001102,"Colecalciferol 50,000unit capsules (Imported (United States))",0906040G0AAEQEQ,0906040
31386511000001107,"Colecalciferol 50,000unit capsules (J M McGill Ltd)",0906040G0AAEQEQ,0906040
31386711000001102,"Colecalciferol 50,000unit capsules (J M McGill Ltd)",0906040G0AAEQEQ,0906040
32608911000001106,"Colecalciferol 50,000unit capsules (Alissa Healthcare Research Ltd)",0906040G0AAEQEQ,0906040
32609511000001105,"Colecalciferol 50,000unit capsules (Alissa Healthcare Research Ltd)",0906040G0AAEQEQ,0906040
34174411000001107,"SunVit-D3 50,000unit capsules (SunVit-D3 Ltd)",0906040G0BWAQEQ,0906040
34174711000001101,"SunVit-D3 50,000unit capsules (SunVit-D3 Ltd)",0906040G0BWAQEQ,0906040
